,station_id,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
798,donggaocun_aq,2018-03-05 22:00:00,48.0,,24.0,0.5,41.0,3.0
799,donggaocun_aq,2018-03-05 23:00:00,51.0,,20.0,0.6,46.0,5.0
800,donggaocun_aq,2018-03-06 00:00:00,49.0,50.0,24.0,1.0,44.0,9.0
801,donggaocun_aq,2018-03-06 01:00:00,64.0,65.0,37.0,2.0,36.0,24.0
802,donggaocun_aq,2018-03-06 02:00:00,65.0,71.0,37.0,2.0,42.0,28.0
803,donggaocun_aq,2018-03-06 03:00:00,69.0,,36.0,1.7,54.0,28.0
804,donggaocun_aq,2018-03-06 04:00:00,52.0,53.0,26.0,1.4,68.0,22.0
805,donggaocun_aq,2018-03-06 05:00:00,94.0,97.0,47.0,2.4,54.0,34.0
806,donggaocun_aq,2018-03-06 06:00:00,81.0,89.0,45.0,2.1,62.0,29.0
807,donggaocun_aq,2018-03-06 07:00:00,75.0,82.0,34.0,1.5,71.0,20.0
808,donggaocun_aq,2018-03-06 08:00:00,57.0,88.0,37.0,1.5,69.0,26.0
809,donggaocun_aq,2018-03-06 09:00:00,44.0,92.0,20.0,0.8,79.0,13.0
810,donggaocun_aq,2018-03-06 10:00:00,41.0,98.0,17.0,0.6,78.0,9.0
811,donggaocun_aq,2018-03-06 11:00:00,33.0,75.0,12.0,0.4,75.0,3.0
812,donggaocun_aq,2018-03-06 12:00:00,28.0,56.0,13.0,0.4,70.0,3.0
813,donggaocun_aq,2018-03-06 13:00:00,35.0,50.0,12.0,0.4,70.0,2.0
814,donggaocun_aq,2018-03-06 14:00:00,38.0,53.0,14.0,0.4,67.0,3.0
815,donggaocun_aq,2018-03-06 15:00:00,31.0,42.0,14.0,0.5,67.0,5.0
816,donggaocun_aq,2018-03-06 16:00:00,35.0,47.0,17.0,0.6,57.0,5.0
817,donggaocun_aq,2018-03-06 17:00:00,44.0,51.0,23.0,0.9,46.0,9.0
818,donggaocun_aq,2018-03-06 18:00:00,43.0,53.0,27.0,1.0,40.0,10.0
819,donggaocun_aq,2018-03-06 19:00:00,45.0,48.0,31.0,1.0,36.0,13.0
820,donggaocun_aq,2018-03-06 20:00:00,45.0,48.0,32.0,0.9,,14.0
821,donggaocun_aq,2018-03-06 21:00:00,45.0,49.0,30.0,0.8,39.0,17.0
822,donggaocun_aq,2018-03-06 22:00:00,43.0,50.0,29.0,0.8,39.0,18.0
823,donggaocun_aq,2018-03-06 23:00:00,44.0,48.0,28.0,0.9,40.0,21.0
824,donggaocun_aq,2018-03-07 00:00:00,48.0,55.0,30.0,1.1,43.0,27.0
825,donggaocun_aq,2018-03-07 01:00:00,45.0,53.0,28.0,1.1,52.0,28.0
826,donggaocun_aq,2018-03-07 02:00:00,45.0,,25.0,0.9,58.0,22.0
827,donggaocun_aq,2018-03-07 03:00:00,48.0,,27.0,0.9,56.0,22.0
828,donggaocun_aq,2018-03-07 04:00:00,67.0,137.0,28.0,0.9,47.0,14.0
829,donggaocun_aq,2018-03-07 05:00:00,58.0,,27.0,1.0,57.0,20.0
830,donggaocun_aq,2018-03-07 06:00:00,60.0,,29.0,1.0,58.0,20.0
831,donggaocun_aq,2018-03-07 07:00:00,,60.0,30.0,1.0,55.0,19.0
832,donggaocun_aq,2018-03-07 08:00:00,,,34.0,1.0,48.0,19.0
833,donggaocun_aq,2018-03-07 09:00:00,52.0,88.0,44.0,1.0,43.0,18.0
834,donggaocun_aq,2018-03-07 10:00:00,73.0,76.0,45.0,1.0,49.0,17.0
835,donggaocun_aq,2018-03-07 11:00:00,75.0,,43.0,0.9,45.0,13.0
836,donggaocun_aq,2018-03-07 12:00:00,82.0,,40.0,0.9,45.0,12.0
837,donggaocun_aq,2018-03-07 13:00:00,75.0,75.0,41.0,0.9,40.0,10.0
838,donggaocun_aq,2018-03-07 14:00:00,77.0,,39.0,0.9,39.0,10.0
839,donggaocun_aq,2018-03-07 15:00:00,81.0,,39.0,0.9,38.0,9.0
840,donggaocun_aq,2018-03-07 16:00:00,67.0,,36.0,0.9,41.0,9.0
841,donggaocun_aq,2018-03-07 17:00:00,69.0,,34.0,0.9,45.0,10.0
842,donggaocun_aq,2018-03-07 18:00:00,45.0,,25.0,0.7,57.0,9.0
843,donggaocun_aq,2018-03-07 19:00:00,36.0,,19.0,0.5,68.0,8.0
844,donggaocun_aq,2018-03-07 20:00:00,15.0,,12.0,0.3,79.0,6.0
845,donggaocun_aq,2018-03-07 21:00:00,13.0,,10.0,0.3,80.0,5.0
846,donggaocun_aq,2018-03-07 22:00:00,13.0,,9.0,0.2,80.0,4.0
847,donggaocun_aq,2018-03-07 23:00:00,12.0,,10.0,0.3,77.0,4.0
848,donggaocun_aq,2018-03-08 00:00:00,10.0,11.0,11.0,0.3,74.0,3.0
849,donggaocun_aq,2018-03-08 01:00:00,13.0,,11.0,0.3,76.0,4.0
850,donggaocun_aq,2018-03-08 02:00:00,8.0,19.0,13.0,0.3,75.0,4.0
851,donggaocun_aq,2018-03-08 03:00:00,6.0,21.0,14.0,0.4,75.0,5.0
852,donggaocun_aq,2018-03-08 04:00:00,12.0,18.0,14.0,0.4,76.0,4.0
853,donggaocun_aq,2018-03-08 05:00:00,18.0,,8.0,,77.0,4.0
854,donggaocun_aq,2018-03-08 06:00:00,13.0,,4.0,,80.0,
855,donggaocun_aq,2018-03-08 07:00:00,9.0,13.0,5.0,0.3,81.0,
856,donggaocun_aq,2018-03-08 08:00:00,12.0,36.0,13.0,0.3,,
857,donggaocun_aq,2018-03-08 09:00:00,22.0,49.0,,0.4,,11.0
858,donggaocun_aq,2018-03-08 10:00:00,40.0,54.0,34.0,0.5,67.0,12.0
859,donggaocun_aq,2018-03-08 11:00:00,40.0,60.0,37.0,0.6,65.0,12.0
860,donggaocun_aq,2018-03-08 12:00:00,47.0,74.0,39.0,0.7,62.0,14.0
861,donggaocun_aq,2018-03-08 13:00:00,71.0,85.0,48.0,1.0,45.0,16.0
862,donggaocun_aq,2018-03-08 14:00:00,54.0,71.0,58.0,1.3,35.0,16.0
863,donggaocun_aq,2018-03-08 15:00:00,53.0,60.0,54.0,1.2,36.0,16.0
864,donggaocun_aq,2018-03-08 16:00:00,46.0,52.0,56.0,1.0,31.0,16.0
865,donggaocun_aq,2018-03-08 17:00:00,49.0,,55.0,0.9,36.0,17.0
866,donggaocun_aq,2018-03-08 18:00:00,51.0,,42.0,0.8,42.0,18.0
867,donggaocun_aq,2018-03-08 19:00:00,40.0,,39.0,0.7,50.0,19.0
868,donggaocun_aq,2018-03-08 20:00:00,37.0,,32.0,0.6,,20.0
869,donggaocun_aq,2018-03-08 21:00:00,40.0,,33.0,0.6,58.0,10.0
870,donggaocun_aq,2018-03-08 22:00:00,46.0,,31.0,0.6,57.0,11.0
871,donggaocun_aq,2018-03-08 23:00:00,45.0,,30.0,0.6,56.0,10.0
872,donggaocun_aq,2018-03-09 00:00:00,51.0,,34.0,0.7,52.0,11.0
873,donggaocun_aq,2018-03-09 01:00:00,55.0,,36.0,0.7,57.0,14.0
874,donggaocun_aq,2018-03-09 02:00:00,64.0,,36.0,0.7,59.0,15.0
875,donggaocun_aq,2018-03-09 03:00:00,75.0,,34.0,0.7,70.0,16.0
876,donggaocun_aq,2018-03-09 04:00:00,79.0,,40.0,0.9,70.0,17.0
877,donggaocun_aq,2018-03-09 05:00:00,92.0,,43.0,0.9,72.0,17.0
878,donggaocun_aq,2018-03-09 06:00:00,96.0,,46.0,0.8,81.0,15.0
879,donggaocun_aq,2018-03-09 07:00:00,91.0,,41.0,0.8,95.0,17.0
880,donggaocun_aq,2018-03-09 08:00:00,113.0,,36.0,0.9,111.0,18.0
881,donggaocun_aq,2018-03-09 09:00:00,114.0,,37.0,0.9,118.0,20.0
882,donggaocun_aq,2018-03-09 10:00:00,113.0,,37.0,0.9,114.0,20.0
883,donggaocun_aq,2018-03-09 11:00:00,130.0,,40.0,1.0,105.0,19.0
884,donggaocun_aq,2018-03-09 12:00:00,122.0,,36.0,0.9,102.0,18.0
885,donggaocun_aq,2018-03-09 13:00:00,117.0,,31.0,0.9,103.0,18.0
886,donggaocun_aq,2018-03-09 14:00:00,120.0,,48.0,1.1,74.0,20.0
887,donggaocun_aq,2018-03-09 15:00:00,128.0,,52.0,1.2,64.0,20.0
888,donggaocun_aq,2018-03-09 16:00:00,119.0,,45.0,1.1,64.0,20.0
889,donggaocun_aq,2018-03-09 17:00:00,126.0,,43.0,1.1,60.0,24.0
890,donggaocun_aq,2018-03-09 18:00:00,117.0,,38.0,1.1,61.0,23.0
891,donggaocun_aq,2018-03-09 19:00:00,113.0,,31.0,1.0,78.0,24.0
892,donggaocun_aq,2018-03-09 20:00:00,117.0,,30.0,1.0,79.0,22.0
893,donggaocun_aq,2018-03-09 21:00:00,135.0,,32.0,1.0,76.0,21.0
894,donggaocun_aq,2018-03-09 22:00:00,144.0,,28.0,1.1,77.0,20.0
895,donggaocun_aq,2018-03-09 23:00:00,123.0,,26.0,1.1,79.0,20.0
896,donggaocun_aq,2018-03-10 00:00:00,136.0,,27.0,1.1,82.0,22.0
897,donggaocun_aq,2018-03-10 01:00:00,152.0,,30.0,1.1,85.0,30.0
898,donggaocun_aq,2018-03-10 02:00:00,134.0,169.0,49.0,2.2,72.0,42.0
899,donggaocun_aq,2018-03-10 03:00:00,149.0,186.0,64.0,2.4,68.0,43.0
900,donggaocun_aq,2018-03-10 04:00:00,139.0,167.0,52.0,1.8,89.0,39.0
901,donggaocun_aq,2018-03-10 05:00:00,132.0,141.0,36.0,1.2,116.0,33.0
902,donggaocun_aq,2018-03-10 06:00:00,122.0,123.0,29.0,1.0,135.0,28.0
903,donggaocun_aq,2018-03-10 07:00:00,111.0,118.0,27.0,1.0,140.0,26.0
904,donggaocun_aq,2018-03-10 08:00:00,109.0,,25.0,0.9,139.0,24.0
905,donggaocun_aq,2018-03-10 09:00:00,88.0,94.0,23.0,0.7,132.0,20.0
906,donggaocun_aq,2018-03-10 10:00:00,84.0,92.0,25.0,0.6,123.0,19.0
907,donggaocun_aq,2018-03-10 11:00:00,77.0,87.0,29.0,0.8,104.0,18.0
908,donggaocun_aq,2018-03-10 12:00:00,66.0,79.0,31.0,0.8,83.0,16.0
909,donggaocun_aq,2018-03-10 13:00:00,60.0,79.0,34.0,0.8,71.0,15.0
910,donggaocun_aq,2018-03-10 14:00:00,57.0,,30.0,0.6,65.0,13.0
911,donggaocun_aq,2018-03-10 15:00:00,52.0,61.0,31.0,0.6,59.0,13.0
912,donggaocun_aq,2018-03-10 16:00:00,79.0,,35.0,0.6,55.0,13.0
913,donggaocun_aq,2018-03-10 17:00:00,64.0,,32.0,0.7,60.0,10.0
914,donggaocun_aq,2018-03-10 18:00:00,51.0,58.0,27.0,0.8,57.0,10.0
915,donggaocun_aq,2018-03-10 19:00:00,66.0,,34.0,0.7,45.0,8.0
916,donggaocun_aq,2018-03-10 20:00:00,68.0,,35.0,0.8,,7.0
917,donggaocun_aq,2018-03-10 21:00:00,60.0,62.0,33.0,0.7,42.0,4.0
918,donggaocun_aq,2018-03-10 22:00:00,70.0,,29.0,0.7,47.0,4.0
919,donggaocun_aq,2018-03-10 23:00:00,49.0,57.0,27.0,0.7,51.0,4.0
920,donggaocun_aq,2018-03-11 00:00:00,61.0,,26.0,0.6,53.0,4.0
921,donggaocun_aq,2018-03-11 01:00:00,56.0,60.0,29.0,0.7,61.0,9.0
922,donggaocun_aq,2018-03-11 02:00:00,69.0,,33.0,0.8,70.0,12.0
923,donggaocun_aq,2018-03-11 03:00:00,74.0,,34.0,1.1,75.0,17.0
924,donggaocun_aq,2018-03-11 04:00:00,53.0,,32.0,1.2,83.0,19.0
925,donggaocun_aq,2018-03-11 05:00:00,61.0,,37.0,1.4,82.0,21.0
926,donggaocun_aq,2018-03-11 06:00:00,70.0,75.0,39.0,1.3,88.0,21.0
927,donggaocun_aq,2018-03-11 07:00:00,93.0,97.0,40.0,1.4,93.0,20.0
928,donggaocun_aq,2018-03-11 08:00:00,92.0,109.0,48.0,1.6,86.0,22.0
929,donggaocun_aq,2018-03-11 09:00:00,95.0,108.0,52.0,1.7,81.0,24.0
930,donggaocun_aq,2018-03-11 10:00:00,102.0,118.0,52.0,1.4,81.0,22.0
931,donggaocun_aq,2018-03-11 11:00:00,94.0,109.0,50.0,1.4,78.0,21.0
932,donggaocun_aq,2018-03-11 12:00:00,90.0,110.0,48.0,1.4,75.0,22.0
933,donggaocun_aq,2018-03-11 13:00:00,108.0,126.0,53.0,1.6,63.0,23.0
934,donggaocun_aq,2018-03-11 14:00:00,116.0,125.0,56.0,1.6,44.0,18.0
935,donggaocun_aq,2018-03-11 15:00:00,117.0,,55.0,1.4,39.0,15.0
936,donggaocun_aq,2018-03-11 16:00:00,119.0,,60.0,1.4,28.0,17.0
937,donggaocun_aq,2018-03-11 17:00:00,119.0,,70.0,1.9,17.0,24.0
938,donggaocun_aq,2018-03-11 18:00:00,123.0,,66.0,2.1,20.0,27.0
939,donggaocun_aq,2018-03-11 19:00:00,120.0,,57.0,1.9,22.0,19.0
940,donggaocun_aq,2018-03-11 20:00:00,116.0,,60.0,1.7,14.0,10.0
941,donggaocun_aq,2018-03-11 21:00:00,121.0,,65.0,1.5,8.0,8.0
942,donggaocun_aq,2018-03-11 22:00:00,122.0,,65.0,1.5,7.0,7.0
943,donggaocun_aq,2018-03-11 23:00:00,121.0,,65.0,1.5,7.0,7.0
944,donggaocun_aq,2018-03-12 00:00:00,132.0,,59.0,1.4,13.0,8.0
945,donggaocun_aq,2018-03-12 01:00:00,155.0,,55.0,1.3,38.0,16.0
946,donggaocun_aq,2018-03-12 02:00:00,141.0,,45.0,1.3,47.0,21.0
947,donggaocun_aq,2018-03-12 03:00:00,146.0,,38.0,1.1,67.0,20.0
948,donggaocun_aq,2018-03-12 04:00:00,166.0,,40.0,1.2,76.0,19.0
949,donggaocun_aq,2018-03-12 05:00:00,190.0,,39.0,1.2,103.0,18.0
950,donggaocun_aq,2018-03-12 06:00:00,187.0,,40.0,1.1,115.0,18.0
951,donggaocun_aq,2018-03-12 07:00:00,186.0,,36.0,1.1,132.0,18.0
952,donggaocun_aq,2018-03-12 08:00:00,200.0,,35.0,1.2,134.0,19.0
953,donggaocun_aq,2018-03-12 09:00:00,192.0,,40.0,1.3,136.0,18.0
954,donggaocun_aq,2018-03-12 10:00:00,205.0,,38.0,1.4,136.0,17.0
955,donggaocun_aq,2018-03-12 11:00:00,207.0,,37.0,1.4,128.0,14.0
956,donggaocun_aq,2018-03-12 12:00:00,218.0,,37.0,1.5,114.0,12.0
957,donggaocun_aq,2018-03-12 13:00:00,211.0,,34.0,1.5,119.0,12.0
958,donggaocun_aq,2018-03-12 14:00:00,210.0,,32.0,1.4,118.0,13.0
959,donggaocun_aq,2018-03-12 15:00:00,219.0,,32.0,1.4,114.0,13.0
960,donggaocun_aq,2018-03-12 16:00:00,210.0,,32.0,1.4,112.0,12.0
961,donggaocun_aq,2018-03-12 17:00:00,221.0,,31.0,1.4,109.0,10.0
962,donggaocun_aq,2018-03-12 18:00:00,219.0,,27.0,1.5,110.0,11.0
963,donggaocun_aq,2018-03-12 19:00:00,215.0,,30.0,1.4,103.0,10.0
964,donggaocun_aq,2018-03-12 20:00:00,216.0,,30.0,1.4,,9.0
965,donggaocun_aq,2018-03-12 21:00:00,213.0,,30.0,1.4,101.0,6.0
966,donggaocun_aq,2018-03-12 22:00:00,215.0,,29.0,1.4,104.0,7.0
967,donggaocun_aq,2018-03-12 23:00:00,211.0,,29.0,1.4,107.0,7.0
968,donggaocun_aq,2018-03-13 00:00:00,224.0,,29.0,1.4,101.0,9.0
969,donggaocun_aq,2018-03-13 01:00:00,222.0,,31.0,1.4,95.0,12.0
970,donggaocun_aq,2018-03-13 02:00:00,238.0,,46.0,1.6,92.0,14.0
971,donggaocun_aq,2018-03-13 03:00:00,252.0,,44.0,1.5,119.0,15.0
972,donggaocun_aq,2018-03-13 04:00:00,256.0,,38.0,1.4,146.0,14.0
973,donggaocun_aq,2018-03-13 05:00:00,278.0,,42.0,1.4,169.0,15.0
974,donggaocun_aq,2018-03-13 06:00:00,286.0,,44.0,1.5,192.0,16.0
975,donggaocun_aq,2018-03-13 07:00:00,292.0,,42.0,1.5,215.0,16.0
976,donggaocun_aq,2018-03-13 08:00:00,287.0,,41.0,1.5,226.0,16.0
977,donggaocun_aq,2018-03-13 09:00:00,280.0,,43.0,1.5,230.0,15.0
978,donggaocun_aq,2018-03-13 10:00:00,271.0,,42.0,1.5,222.0,15.0
979,donggaocun_aq,2018-03-13 11:00:00,288.0,,44.0,1.6,200.0,13.0
980,donggaocun_aq,2018-03-13 12:00:00,303.0,,44.0,1.7,198.0,12.0
981,donggaocun_aq,2018-03-13 13:00:00,303.0,,40.0,1.7,203.0,12.0
982,donggaocun_aq,2018-03-13 14:00:00,292.0,,38.0,1.7,197.0,12.0
983,donggaocun_aq,2018-03-13 15:00:00,309.0,,38.0,1.7,205.0,18.0
984,donggaocun_aq,2018-03-13 16:00:00,308.0,,38.0,2.0,198.0,17.0
985,donggaocun_aq,2018-03-13 17:00:00,370.0,,61.0,2.9,136.0,24.0
986,donggaocun_aq,2018-03-13 18:00:00,349.0,,73.0,2.9,78.0,27.0
987,donggaocun_aq,2018-03-13 19:00:00,308.0,,64.0,2.7,84.0,28.0
988,donggaocun_aq,2018-03-13 20:00:00,329.0,,63.0,3.3,82.0,35.0
989,donggaocun_aq,2018-03-13 21:00:00,357.0,,64.0,3.8,75.0,34.0
990,donggaocun_aq,2018-03-13 22:00:00,345.0,,80.0,3.5,38.0,23.0
991,donggaocun_aq,2018-03-13 23:00:00,331.0,,84.0,3.7,31.0,16.0
992,donggaocun_aq,2018-03-14 00:00:00,349.0,,80.0,3.7,33.0,16.0
993,donggaocun_aq,2018-03-14 01:00:00,356.0,,77.0,3.2,45.0,22.0
994,donggaocun_aq,2018-03-14 02:00:00,260.0,,57.0,2.8,75.0,32.0
995,donggaocun_aq,2018-03-14 03:00:00,301.0,,74.0,3.1,64.0,29.0
996,donggaocun_aq,2018-03-14 04:00:00,191.0,,51.0,2.5,89.0,36.0
997,donggaocun_aq,2018-03-14 05:00:00,170.0,,47.0,2.1,97.0,37.0
998,donggaocun_aq,2018-03-14 06:00:00,178.0,,49.0,2.3,98.0,35.0
999,donggaocun_aq,2018-03-14 07:00:00,163.0,,49.0,1.8,103.0,32.0
1000,donggaocun_aq,2018-03-14 08:00:00,180.0,,48.0,1.6,104.0,29.0
1001,donggaocun_aq,2018-03-14 09:00:00,159.0,,46.0,1.4,102.0,24.0
1002,donggaocun_aq,2018-03-14 10:00:00,176.0,,48.0,1.5,91.0,20.0
1003,donggaocun_aq,2018-03-14 11:00:00,194.0,,49.0,1.5,89.0,17.0
1004,donggaocun_aq,2018-03-14 12:00:00,198.0,,50.0,1.7,78.0,15.0
1005,donggaocun_aq,2018-03-14 13:00:00,231.0,,58.0,2.3,63.0,15.0
1006,donggaocun_aq,2018-03-14 14:00:00,221.0,,48.0,1.8,77.0,13.0
1007,donggaocun_aq,2018-03-14 15:00:00,224.0,,47.0,1.8,83.0,15.0
1008,donggaocun_aq,2018-03-14 16:00:00,231.0,,51.0,1.8,68.0,12.0
1009,donggaocun_aq,2018-03-14 17:00:00,236.0,,44.0,1.6,79.0,13.0
1010,donggaocun_aq,2018-03-14 18:00:00,94.0,,29.0,0.9,69.0,13.0
1011,donggaocun_aq,2018-03-14 19:00:00,26.0,33.0,25.0,0.3,72.0,6.0
1012,donggaocun_aq,2018-03-14 20:00:00,26.0,35.0,25.0,0.3,,6.0
1013,donggaocun_aq,2018-03-14 21:00:00,22.0,,25.0,0.3,72.0,5.0
1014,donggaocun_aq,2018-03-14 22:00:00,12.0,22.0,22.0,0.2,72.0,4.0
1015,donggaocun_aq,2018-03-14 23:00:00,10.0,30.0,21.0,0.2,72.0,3.0
1016,donggaocun_aq,2018-03-15 00:00:00,9.0,16.0,20.0,0.2,73.0,3.0
1017,donggaocun_aq,2018-03-15 01:00:00,3.0,7.0,22.0,0.2,73.0,2.0
1018,donggaocun_aq,2018-03-15 02:00:00,16.0,,19.0,0.2,76.0,2.0
1019,donggaocun_aq,2018-03-15 03:00:00,12.0,,17.0,0.2,81.0,2.0
1020,donggaocun_aq,2018-03-15 04:00:00,3.0,10.0,17.0,0.2,86.0,2.0
1021,donggaocun_aq,2018-03-15 05:00:00,7.0,25.0,18.0,0.3,88.0,2.0
1022,donggaocun_aq,2018-03-15 06:00:00,17.0,25.0,17.0,0.3,92.0,2.0
1023,donggaocun_aq,2018-03-15 07:00:00,4.0,27.0,17.0,0.3,97.0,2.0
1024,donggaocun_aq,2018-03-15 08:00:00,20.0,34.0,17.0,0.3,99.0,2.0
1025,donggaocun_aq,2018-03-15 09:00:00,17.0,38.0,19.0,0.3,100.0,4.0
1026,donggaocun_aq,2018-03-15 10:00:00,20.0,42.0,21.0,0.3,98.0,4.0
1027,donggaocun_aq,2018-03-15 11:00:00,30.0,36.0,23.0,0.3,90.0,4.0
1028,donggaocun_aq,2018-03-15 12:00:00,24.0,70.0,27.0,0.5,77.0,5.0
1029,donggaocun_aq,2018-03-15 13:00:00,38.0,65.0,30.0,0.7,67.0,8.0
1030,donggaocun_aq,2018-03-15 14:00:00,,,,,,
1031,donggaocun_aq,2018-03-15 15:00:00,24.0,69.0,36.0,0.5,54.0,3.0
1032,donggaocun_aq,2018-03-15 16:00:00,13.0,39.0,47.0,0.6,38.0,2.0
1033,donggaocun_aq,2018-03-15 17:00:00,38.0,,37.0,0.6,49.0,2.0
1034,donggaocun_aq,2018-03-15 18:00:00,34.0,37.0,38.0,0.6,42.0,2.0
1035,donggaocun_aq,2018-03-15 19:00:00,34.0,,45.0,0.6,33.0,2.0
1036,donggaocun_aq,2018-03-15 20:00:00,36.0,,37.0,0.5,40.0,2.0
1037,donggaocun_aq,2018-03-15 21:00:00,35.0,,31.0,0.5,45.0,2.0
1038,donggaocun_aq,2018-03-15 22:00:00,24.0,31.0,30.0,0.5,44.0,2.0
1039,donggaocun_aq,2018-03-15 23:00:00,29.0,35.0,28.0,0.5,45.0,2.0
1040,donggaocun_aq,2018-03-16 00:00:00,27.0,32.0,29.0,0.4,49.0,2.0
1041,donggaocun_aq,2018-03-16 01:00:00,33.0,51.0,33.0,0.5,50.0,4.0
1042,donggaocun_aq,2018-03-16 02:00:00,29.0,,30.0,0.5,69.0,8.0
1043,donggaocun_aq,2018-03-16 03:00:00,35.0,,29.0,0.6,76.0,9.0
1044,donggaocun_aq,2018-03-16 04:00:00,25.0,44.0,29.0,0.5,80.0,8.0
1045,donggaocun_aq,2018-03-16 05:00:00,28.0,45.0,,0.5,88.0,6.0
1046,donggaocun_aq,2018-03-16 06:00:00,29.0,42.0,,0.5,90.0,7.0
1047,donggaocun_aq,2018-03-16 07:00:00,42.0,42.0,24.0,0.6,93.0,9.0
1048,donggaocun_aq,2018-03-16 08:00:00,48.0,,28.0,0.8,93.0,12.0
1049,donggaocun_aq,2018-03-16 09:00:00,36.0,47.0,28.0,0.7,95.0,11.0
1050,donggaocun_aq,2018-03-16 10:00:00,42.0,51.0,31.0,0.7,96.0,11.0
1051,donggaocun_aq,2018-03-16 11:00:00,64.0,,34.0,0.8,96.0,12.0
1052,donggaocun_aq,2018-03-16 12:00:00,63.0,67.0,38.0,1.0,79.0,11.0
1053,donggaocun_aq,2018-03-16 13:00:00,77.0,90.0,66.0,1.5,38.0,13.0
1054,donggaocun_aq,2018-03-16 14:00:00,62.0,,66.0,1.3,30.0,11.0
1055,donggaocun_aq,2018-03-16 15:00:00,39.0,,55.0,1.0,38.0,9.0
1056,donggaocun_aq,2018-03-16 16:00:00,30.0,32.0,49.0,0.9,44.0,11.0
1057,donggaocun_aq,2018-03-16 17:00:00,32.0,,42.0,0.8,56.0,11.0
1058,donggaocun_aq,2018-03-16 18:00:00,25.0,33.0,29.0,0.7,60.0,9.0
1059,donggaocun_aq,2018-03-16 19:00:00,38.0,,28.0,0.6,62.0,9.0
1060,donggaocun_aq,2018-03-16 20:00:00,36.0,,27.0,0.7,,9.0
1061,donggaocun_aq,2018-03-16 21:00:00,39.0,,25.0,0.6,63.0,9.0
1062,donggaocun_aq,2018-03-16 22:00:00,34.0,,24.0,0.6,62.0,9.0
1063,donggaocun_aq,2018-03-16 23:00:00,25.0,41.0,50.0,0.9,23.0,7.0
1064,donggaocun_aq,2018-03-17 00:00:00,23.0,31.0,40.0,0.8,39.0,7.0
1065,donggaocun_aq,2018-03-17 01:00:00,52.0,75.0,58.0,1.0,26.0,9.0
1066,donggaocun_aq,2018-03-17 02:00:00,50.0,61.0,54.0,0.9,42.0,12.0
1067,donggaocun_aq,2018-03-17 03:00:00,31.0,59.0,39.0,0.7,63.0,9.0
1068,donggaocun_aq,2018-03-17 04:00:00,54.0,,44.0,0.8,49.0,5.0
1069,donggaocun_aq,2018-03-17 05:00:00,52.0,,44.0,0.7,46.0,4.0
1070,donggaocun_aq,2018-03-17 06:00:00,53.0,,40.0,0.7,44.0,4.0
1071,donggaocun_aq,2018-03-17 07:00:00,72.0,,44.0,0.8,31.0,4.0
1072,donggaocun_aq,2018-03-17 08:00:00,83.0,,45.0,0.9,29.0,4.0
1073,donggaocun_aq,2018-03-17 09:00:00,68.0,,47.0,0.8,31.0,4.0
1074,donggaocun_aq,2018-03-17 10:00:00,65.0,,50.0,0.9,26.0,4.0
1075,donggaocun_aq,2018-03-17 11:00:00,76.0,,59.0,0.9,12.0,4.0
1076,donggaocun_aq,2018-03-17 12:00:00,77.0,,55.0,0.9,18.0,3.0
1077,donggaocun_aq,2018-03-17 13:00:00,81.0,,49.0,0.8,24.0,3.0
1078,donggaocun_aq,2018-03-17 14:00:00,84.0,,56.0,1.0,10.0,3.0
1079,donggaocun_aq,2018-03-17 15:00:00,88.0,,61.0,1.0,4.0,3.0
1080,donggaocun_aq,2018-03-17 16:00:00,104.0,,51.0,0.9,16.0,3.0
1081,donggaocun_aq,2018-03-17 17:00:00,104.0,,41.0,0.8,25.0,3.0
1082,donggaocun_aq,2018-03-17 18:00:00,103.0,,37.0,0.7,27.0,4.0
1083,donggaocun_aq,2018-03-17 19:00:00,101.0,,33.0,0.7,27.0,4.0
1084,donggaocun_aq,2018-03-17 20:00:00,95.0,,28.0,0.6,29.0,4.0
1085,donggaocun_aq,2018-03-17 21:00:00,82.0,,25.0,0.6,28.0,4.0
1086,donggaocun_aq,2018-03-17 22:00:00,93.0,,36.0,0.7,16.0,5.0
1087,donggaocun_aq,2018-03-17 23:00:00,92.0,,37.0,0.7,13.0,4.0
1088,donggaocun_aq,2018-03-18 00:00:00,82.0,,27.0,0.6,32.0,4.0
1089,donggaocun_aq,2018-03-18 01:00:00,84.0,,24.0,0.6,46.0,5.0
1090,donggaocun_aq,2018-03-18 02:00:00,88.0,,28.0,0.6,48.0,5.0
1091,donggaocun_aq,2018-03-18 03:00:00,88.0,,25.0,0.6,54.0,5.0
1092,donggaocun_aq,2018-03-18 04:00:00,88.0,,24.0,0.6,62.0,6.0
1093,donggaocun_aq,2018-03-18 05:00:00,93.0,,24.0,0.6,73.0,6.0
1094,donggaocun_aq,2018-03-18 06:00:00,103.0,,25.0,0.6,82.0,7.0
1095,donggaocun_aq,2018-03-18 07:00:00,95.0,,34.0,0.6,84.0,7.0
1096,donggaocun_aq,2018-03-18 08:00:00,108.0,,31.0,0.7,100.0,7.0
1097,donggaocun_aq,2018-03-18 09:00:00,104.0,,32.0,0.7,105.0,7.0
1098,donggaocun_aq,2018-03-18 10:00:00,111.0,,34.0,0.7,100.0,6.0
1099,donggaocun_aq,2018-03-18 11:00:00,108.0,,32.0,0.7,89.0,5.0
