from_aq,to_aq,area,level
dongsi_aq,huairou_aq,1.0,2
dongsi_aq,badaling_aq,8.0,2
dongsi_aq,miyun_aq,2.0,2
dongsi_aq,yanqin_aq,8.0,2
dongsi_aq,miyunshuiku_aq,2.0,2
mentougou_aq,yufa_aq,4.0,2
mentougou_aq,liulihe_aq,5.0,2
mentougou_aq,yongledian_aq,4.0,2
mentougou_aq,daxing_aq,4.0,2
mentougou_aq,fangshan_aq,5.0,1
mentougou_aq,yizhuang_aq,4.0,2
mentougou_aq,yungang_aq,4.0,1
mentougou_aq,nansanhuan_aq,3.0,1
mentougou_aq,fengtaihuayuan_aq,4.0,1
mentougou_aq,yongdingmennei_aq,3.0,1
mentougou_aq,wanshouxigong_aq,3.0,1
mentougou_aq,tiantan_aq,3.0,1
mentougou_aq,tongzhou_aq,3.0,2
mentougou_aq,qianmen_aq,3.0,1
mentougou_aq,gucheng_aq,3.0,1
mentougou_aq,guanyuan_aq,3.0,1
mentougou_aq,dongsi_aq,3.0,1
mentougou_aq,mentougou_aq,0.0,0
mentougou_aq,nongzhanguan_aq,3.0,2
mentougou_aq,dongsihuan_aq,3.0,2
mentougou_aq,xizhimenbei_aq,3.0,1
mentougou_aq,aotizhongxin_aq,3.0,1
mentougou_aq,wanliu_aq,3.0,1
mentougou_aq,zhiwuyuan_aq,2.0,1
mentougou_aq,beibuxinqu_aq,1.0,1
mentougou_aq,donggaocun_aq,3.0,2
mentougou_aq,shunyi_aq,2.0,2
mentougou_aq,pinggu_aq,3.0,2
mentougou_aq,pingchang_aq,1.0,2
mentougou_aq,dingling_aq,1.0,2
mentougou_aq,huairou_aq,2.0,2
mentougou_aq,badaling_aq,8.0,2
mentougou_aq,miyun_aq,2.0,2
mentougou_aq,yanqin_aq,8.0,2
mentougou_aq,miyunshuiku_aq,2.0,2
nongzhanguan_aq,yufa_aq,5.0,2
nongzhanguan_aq,liulihe_aq,6.0,2
nongzhanguan_aq,yongledian_aq,4.0,2
nongzhanguan_aq,daxing_aq,5.0,1
nongzhanguan_aq,fangshan_aq,6.0,2
nongzhanguan_aq,yizhuang_aq,4.0,1
nongzhanguan_aq,yungang_aq,6.0,1
nongzhanguan_aq,nansanhuan_aq,6.0,1
nongzhanguan_aq,fengtaihuayuan_aq,6.0,1
nongzhanguan_aq,yongdingmennei_aq,6.0,1
nongzhanguan_aq,wanshouxigong_aq,6.0,1
nongzhanguan_aq,tiantan_aq,6.0,1
nongzhanguan_aq,tongzhou_aq,3.0,1
nongzhanguan_aq,qianmen_aq,6.0,1
nongzhanguan_aq,gucheng_aq,7.0,1
nongzhanguan_aq,guanyuan_aq,7.0,1
nongzhanguan_aq,dongsi_aq,7.0,1
nongzhanguan_aq,mentougou_aq,7.0,2
nongzhanguan_aq,nongzhanguan_aq,0.0,0
nongzhanguan_aq,dongsihuan_aq,3.0,1
nongzhanguan_aq,xizhimenbei_aq,7.0,1
nongzhanguan_aq,aotizhongxin_aq,8.0,1
nongzhanguan_aq,wanliu_aq,7.0,1
nongzhanguan_aq,zhiwuyuan_aq,7.0,1
nongzhanguan_aq,beibuxinqu_aq,8.0,1
nongzhanguan_aq,donggaocun_aq,3.0,2
nongzhanguan_aq,shunyi_aq,2.0,1
nongzhanguan_aq,pinggu_aq,2.0,2
nongzhanguan_aq,pingchang_aq,8.0,2
nongzhanguan_aq,dingling_aq,8.0,2
nongzhanguan_aq,huairou_aq,1.0,2
nongzhanguan_aq,badaling_aq,8.0,2
nongzhanguan_aq,miyun_aq,2.0,2
nongzhanguan_aq,yanqin_aq,8.0,2
nongzhanguan_aq,miyunshuiku_aq,2.0,2
dongsihuan_aq,yufa_aq,5.0,2
dongsihuan_aq,liulihe_aq,6.0,2
dongsihuan_aq,yongledian_aq,4.0,2
dongsihuan_aq,daxing_aq,5.0,1
dongsihuan_aq,fangshan_aq,6.0,2
dongsihuan_aq,yizhuang_aq,5.0,1
dongsihuan_aq,yungang_aq,6.0,2
dongsihuan_aq,nansanhuan_aq,6.0,1
dongsihuan_aq,fengtaihuayuan_aq,6.0,1
dongsihuan_aq,yongdingmennei_aq,6.0,1
dongsihuan_aq,wanshouxigong_aq,6.0,1
dongsihuan_aq,tiantan_aq,6.0,1
dongsihuan_aq,tongzhou_aq,3.0,1
dongsihuan_aq,qianmen_aq,6.0,1
dongsihuan_aq,gucheng_aq,7.0,1
dongsihuan_aq,guanyuan_aq,7.0,1
dongsihuan_aq,dongsi_aq,7.0,1
dongsihuan_aq,mentougou_aq,7.0,2
dongsihuan_aq,nongzhanguan_aq,7.0,1
dongsihuan_aq,dongsihuan_aq,0.0,0
dongsihuan_aq,xizhimenbei_aq,7.0,1
dongsihuan_aq,aotizhongxin_aq,8.0,1
dongsihuan_aq,wanliu_aq,7.0,1
dongsihuan_aq,zhiwuyuan_aq,7.0,1
dongsihuan_aq,beibuxinqu_aq,8.0,2
dongsihuan_aq,donggaocun_aq,3.0,2
dongsihuan_aq,shunyi_aq,2.0,1
dongsihuan_aq,pinggu_aq,2.0,2
dongsihuan_aq,pingchang_aq,8.0,2
dongsihuan_aq,dingling_aq,8.0,2
dongsihuan_aq,huairou_aq,1.0,2
dongsihuan_aq,badaling_aq,8.0,2
dongsihuan_aq,miyun_aq,2.0,2
dongsihuan_aq,yanqin_aq,8.0,2
dongsihuan_aq,miyunshuiku_aq,2.0,2
xizhimenbei_aq,yufa_aq,5.0,2
xizhimenbei_aq,liulihe_aq,6.0,2
xizhimenbei_aq,yongledian_aq,4.0,2
xizhimenbei_aq,daxing_aq,5.0,1
xizhimenbei_aq,fangshan_aq,6.0,1
xizhimenbei_aq,yizhuang_aq,4.0,1
xizhimenbei_aq,yungang_aq,6.0,1
xizhimenbei_aq,nansanhuan_aq,5.0,1
xizhimenbei_aq,fengtaihuayuan_aq,6.0,1
xizhimenbei_aq,yongdingmennei_aq,4.0,1
xizhimenbei_aq,wanshouxigong_aq,5.0,1
xizhimenbei_aq,tiantan_aq,4.0,1
xizhimenbei_aq,tongzhou_aq,3.0,1
xizhimenbei_aq,qianmen_aq,4.0,1
xizhimenbei_aq,gucheng_aq,7.0,1
xizhimenbei_aq,guanyuan_aq,5.0,1
xizhimenbei_aq,dongsi_aq,4.0,1
xizhimenbei_aq,mentougou_aq,7.0,1
xizhimenbei_aq,nongzhanguan_aq,3.0,1
xizhimenbei_aq,dongsihuan_aq,3.0,1
xizhimenbei_aq,xizhimenbei_aq,0.0,0
xizhimenbei_aq,aotizhongxin_aq,2.0,1
xizhimenbei_aq,wanliu_aq,8.0,1
xizhimenbei_aq,zhiwuyuan_aq,8.0,1
xizhimenbei_aq,beibuxinqu_aq,8.0,1
xizhimenbei_aq,donggaocun_aq,3.0,2
xizhimenbei_aq,shunyi_aq,2.0,2
xizhimenbei_aq,pinggu_aq,3.0,2
xizhimenbei_aq,pingchang_aq,8.0,2
xizhimenbei_aq,dingling_aq,8.0,2
xizhimenbei_aq,huairou_aq,2.0,2
xizhimenbei_aq,badaling_aq,8.0,2
xizhimenbei_aq,miyun_aq,2.0,2
xizhimenbei_aq,yanqin_aq,8.0,2
xizhimenbei_aq,miyunshuiku_aq,2.0,2
aotizhongxin_aq,yufa_aq,5.0,2
aotizhongxin_aq,liulihe_aq,6.0,2
aotizhongxin_aq,yongledian_aq,4.0,2
aotizhongxin_aq,daxing_aq,5.0,1
aotizhongxin_aq,fangshan_aq,6.0,2
aotizhongxin_aq,yizhuang_aq,4.0,1
aotizhongxin_aq,yungang_aq,6.0,1
aotizhongxin_aq,nansanhuan_aq,5.0,1
aotizhongxin_aq,fengtaihuayuan_aq,6.0,1
aotizhongxin_aq,yongdingmennei_aq,5.0,1
aotizhongxin_aq,wanshouxigong_aq,5.0,1
aotizhongxin_aq,tiantan_aq,5.0,1
aotizhongxin_aq,tongzhou_aq,4.0,1
aotizhongxin_aq,qianmen_aq,5.0,1
aotizhongxin_aq,gucheng_aq,6.0,1
aotizhongxin_aq,guanyuan_aq,6.0,1
aotizhongxin_aq,dongsi_aq,4.0,1
aotizhongxin_aq,mentougou_aq,7.0,1
aotizhongxin_aq,nongzhanguan_aq,4.0,1
aotizhongxin_aq,dongsihuan_aq,4.0,1
aotizhongxin_aq,xizhimenbei_aq,6.0,1
aotizhongxin_aq,aotizhongxin_aq,0.0,0
aotizhongxin_aq,wanliu_aq,7.0,1
aotizhongxin_aq,zhiwuyuan_aq,7.0,1
aotizhongxin_aq,beibuxinqu_aq,8.0,1
aotizhongxin_aq,donggaocun_aq,3.0,2
aotizhongxin_aq,shunyi_aq,2.0,1
aotizhongxin_aq,pinggu_aq,3.0,2
aotizhongxin_aq,pingchang_aq,8.0,1
aotizhongxin_aq,dingling_aq,8.0,2
aotizhongxin_aq,huairou_aq,2.0,2
aotizhongxin_aq,badaling_aq,8.0,2
aotizhongxin_aq,miyun_aq,2.0,2
aotizhongxin_aq,yanqin_aq,8.0,2
aotizhongxin_aq,miyunshuiku_aq,2.0,2
wanliu_aq,yufa_aq,5.0,2
wanliu_aq,liulihe_aq,6.0,2
wanliu_aq,yongledian_aq,4.0,2
wanliu_aq,daxing_aq,4.0,2
wanliu_aq,fangshan_aq,6.0,2
wanliu_aq,yizhuang_aq,4.0,1
wanliu_aq,yungang_aq,6.0,1
wanliu_aq,nansanhuan_aq,4.0,1
wanliu_aq,fengtaihuayuan_aq,5.0,1
wanliu_aq,yongdingmennei_aq,4.0,1
wanliu_aq,wanshouxigong_aq,4.0,1
wanliu_aq,tiantan_aq,4.0,1
wanliu_aq,tongzhou_aq,3.0,2
wanliu_aq,qianmen_aq,4.0,1
wanliu_aq,gucheng_aq,6.0,1
wanliu_aq,guanyuan_aq,4.0,1
wanliu_aq,dongsi_aq,4.0,1
wanliu_aq,mentougou_aq,7.0,1
wanliu_aq,nongzhanguan_aq,3.0,1
wanliu_aq,dongsihuan_aq,3.0,1
wanliu_aq,xizhimenbei_aq,4.0,1
wanliu_aq,aotizhongxin_aq,3.0,1
wanliu_aq,wanliu_aq,0.0,0
wanliu_aq,zhiwuyuan_aq,7.0,1
wanliu_aq,beibuxinqu_aq,8.0,1
wanliu_aq,donggaocun_aq,3.0,2
wanliu_aq,shunyi_aq,2.0,2
wanliu_aq,pinggu_aq,3.0,2
wanliu_aq,pingchang_aq,1.0,1
wanliu_aq,dingling_aq,1.0,2
wanliu_aq,huairou_aq,2.0,2
wanliu_aq,badaling_aq,8.0,2
wanliu_aq,miyun_aq,2.0,2
wanliu_aq,yanqin_aq,8.0,2
wanliu_aq,miyunshuiku_aq,2.0,2
zhiwuyuan_aq,yufa_aq,5.0,2
zhiwuyuan_aq,liulihe_aq,5.0,2
zhiwuyuan_aq,yongledian_aq,4.0,2
zhiwuyuan_aq,daxing_aq,4.0,2
zhiwuyuan_aq,fangshan_aq,5.0,1
zhiwuyuan_aq,yizhuang_aq,4.0,2
zhiwuyuan_aq,yungang_aq,5.0,1
zhiwuyuan_aq,nansanhuan_aq,4.0,1
zhiwuyuan_aq,fengtaihuayuan_aq,4.0,1
zhiwuyuan_aq,yongdingmennei_aq,4.0,1
zhiwuyuan_aq,wanshouxigong_aq,4.0,1
zhiwuyuan_aq,tiantan_aq,4.0,1
zhiwuyuan_aq,tongzhou_aq,3.0,2
zhiwuyuan_aq,qianmen_aq,4.0,1
zhiwuyuan_aq,gucheng_aq,5.0,1
zhiwuyuan_aq,guanyuan_aq,4.0,1
zhiwuyuan_aq,dongsi_aq,4.0,1
zhiwuyuan_aq,mentougou_aq,6.0,1
zhiwuyuan_aq,nongzhanguan_aq,3.0,1
zhiwuyuan_aq,dongsihuan_aq,3.0,1
zhiwuyuan_aq,xizhimenbei_aq,4.0,1
zhiwuyuan_aq,aotizhongxin_aq,3.0,1
zhiwuyuan_aq,wanliu_aq,3.0,1
zhiwuyuan_aq,zhiwuyuan_aq,0.0,0
zhiwuyuan_aq,beibuxinqu_aq,8.0,1
zhiwuyuan_aq,donggaocun_aq,3.0,2
zhiwuyuan_aq,shunyi_aq,3.0,2
zhiwuyuan_aq,pinggu_aq,3.0,2
zhiwuyuan_aq,pingchang_aq,1.0,1
zhiwuyuan_aq,dingling_aq,1.0,2
zhiwuyuan_aq,huairou_aq,2.0,2
zhiwuyuan_aq,badaling_aq,8.0,2
zhiwuyuan_aq,miyun_aq,2.0,2
zhiwuyuan_aq,yanqin_aq,8.0,2
zhiwuyuan_aq,miyunshuiku_aq,2.0,2
beibuxinqu_aq,yufa_aq,5.0,2
beibuxinqu_aq,liulihe_aq,5.0,2
beibuxinqu_aq,yongledian_aq,4.0,2
beibuxinqu_aq,daxing_aq,4.0,2
beibuxinqu_aq,fangshan_aq,5.0,2
beibuxinqu_aq,yizhuang_aq,4.0,2
beibuxinqu_aq,yungang_aq,5.0,1
beibuxinqu_aq,nansanhuan_aq,4.0,2
beibuxinqu_aq,fengtaihuayuan_aq,4.0,1
beibuxinqu_aq,yongdingmennei_aq,4.0,2
beibuxinqu_aq,wanshouxigong_aq,4.0,1
beibuxinqu_aq,tiantan_aq,4.0,2
beibuxinqu_aq,tongzhou_aq,4.0,2
beibuxinqu_aq,qianmen_aq,4.0,1
beibuxinqu_aq,gucheng_aq,5.0,1
beibuxinqu_aq,guanyuan_aq,4.0,1
beibuxinqu_aq,dongsi_aq,4.0,1
beibuxinqu_aq,mentougou_aq,5.0,1
beibuxinqu_aq,nongzhanguan_aq,4.0,1
beibuxinqu_aq,dongsihuan_aq,4.0,2
beibuxinqu_aq,xizhimenbei_aq,4.0,1
beibuxinqu_aq,aotizhongxin_aq,4.0,1
beibuxinqu_aq,wanliu_aq,4.0,1
beibuxinqu_aq,zhiwuyuan_aq,4.0,1
beibuxinqu_aq,beibuxinqu_aq,0.0,0
beibuxinqu_aq,donggaocun_aq,3.0,2
beibuxinqu_aq,shunyi_aq,3.0,2
beibuxinqu_aq,pinggu_aq,3.0,2
beibuxinqu_aq,pingchang_aq,1.0,1
beibuxinqu_aq,dingling_aq,1.0,1
beibuxinqu_aq,huairou_aq,2.0,2
beibuxinqu_aq,badaling_aq,8.0,2
beibuxinqu_aq,miyun_aq,2.0,2
beibuxinqu_aq,yanqin_aq,8.0,2
beibuxinqu_aq,miyunshuiku_aq,2.0,2
donggaocun_aq,yufa_aq,6.0,2
donggaocun_aq,liulihe_aq,6.0,3
donggaocun_aq,yongledian_aq,6.0,2
donggaocun_aq,daxing_aq,6.0,2
donggaocun_aq,fangshan_aq,6.0,2
donggaocun_aq,yizhuang_aq,6.0,2
donggaocun_aq,yungang_aq,7.0,2
donggaocun_aq,nansanhuan_aq,6.0,2
donggaocun_aq,fengtaihuayuan_aq,7.0,2
donggaocun_aq,yongdingmennei_aq,7.0,2
donggaocun_aq,wanshouxigong_aq,7.0,2
donggaocun_aq,tiantan_aq,7.0,2
donggaocun_aq,tongzhou_aq,6.0,2
donggaocun_aq,qianmen_aq,7.0,2
donggaocun_aq,gucheng_aq,7.0,2
donggaocun_aq,guanyuan_aq,7.0,2
donggaocun_aq,dongsi_aq,7.0,2
donggaocun_aq,mentougou_aq,7.0,2
donggaocun_aq,nongzhanguan_aq,7.0,2
donggaocun_aq,dongsihuan_aq,7.0,2
donggaocun_aq,xizhimenbei_aq,7.0,2
donggaocun_aq,aotizhongxin_aq,7.0,2
donggaocun_aq,wanliu_aq,7.0,2
donggaocun_aq,zhiwuyuan_aq,7.0,2
donggaocun_aq,beibuxinqu_aq,7.0,2
donggaocun_aq,donggaocun_aq,0.0,0
donggaocun_aq,shunyi_aq,7.0,2
donggaocun_aq,pinggu_aq,8.0,1
donggaocun_aq,pingchang_aq,7.0,2
donggaocun_aq,dingling_aq,7.0,2
donggaocun_aq,huairou_aq,8.0,2
donggaocun_aq,badaling_aq,7.0,3
donggaocun_aq,miyun_aq,8.0,2
donggaocun_aq,yanqin_aq,7.0,3
donggaocun_aq,miyunshuiku_aq,8.0,2
shunyi_aq,yufa_aq,6.0,2
shunyi_aq,liulihe_aq,6.0,2
shunyi_aq,yongledian_aq,4.0,2
shunyi_aq,daxing_aq,6.0,2
shunyi_aq,fangshan_aq,6.0,2
shunyi_aq,yizhuang_aq,5.0,2
shunyi_aq,yungang_aq,6.0,2
shunyi_aq,nansanhuan_aq,6.0,2
shunyi_aq,fengtaihuayuan_aq,6.0,2
shunyi_aq,yongdingmennei_aq,6.0,2
shunyi_aq,wanshouxigong_aq,6.0,2
shunyi_aq,tiantan_aq,6.0,2
shunyi_aq,tongzhou_aq,5.0,1
shunyi_aq,qianmen_aq,6.0,2
shunyi_aq,gucheng_aq,6.0,2
shunyi_aq,guanyuan_aq,6.0,2
shunyi_aq,dongsi_aq,6.0,1
shunyi_aq,mentougou_aq,6.0,2
shunyi_aq,nongzhanguan_aq,6.0,1
shunyi_aq,dongsihuan_aq,6.0,1
shunyi_aq,xizhimenbei_aq,6.0,2
shunyi_aq,aotizhongxin_aq,6.0,1
shunyi_aq,wanliu_aq,6.0,2
shunyi_aq,zhiwuyuan_aq,7.0,2
shunyi_aq,beibuxinqu_aq,7.0,2
shunyi_aq,donggaocun_aq,3.0,2
shunyi_aq,shunyi_aq,0.0,0
shunyi_aq,pinggu_aq,3.0,2
shunyi_aq,pingchang_aq,7.0,2
shunyi_aq,dingling_aq,8.0,2
shunyi_aq,huairou_aq,1.0,1
shunyi_aq,badaling_aq,8.0,2
shunyi_aq,miyun_aq,2.0,2
shunyi_aq,yanqin_aq,8.0,2
shunyi_aq,miyunshuiku_aq,2.0,2
pinggu_aq,yufa_aq,6.0,2
pinggu_aq,liulihe_aq,6.0,3
pinggu_aq,yongledian_aq,6.0,2
pinggu_aq,daxing_aq,6.0,2
pinggu_aq,fangshan_aq,6.0,2
pinggu_aq,yizhuang_aq,6.0,2
pinggu_aq,yungang_aq,6.0,2
pinggu_aq,nansanhuan_aq,6.0,2
pinggu_aq,fengtaihuayuan_aq,6.0,2
pinggu_aq,yongdingmennei_aq,6.0,2
pinggu_aq,wanshouxigong_aq,6.0,2
pinggu_aq,tiantan_aq,6.0,2
pinggu_aq,tongzhou_aq,6.0,2
pinggu_aq,qianmen_aq,6.0,2
pinggu_aq,gucheng_aq,7.0,2
pinggu_aq,guanyuan_aq,7.0,2
pinggu_aq,dongsi_aq,7.0,2
pinggu_aq,mentougou_aq,7.0,2
pinggu_aq,nongzhanguan_aq,6.0,2
pinggu_aq,dongsihuan_aq,6.0,2
pinggu_aq,xizhimenbei_aq,7.0,2
pinggu_aq,aotizhongxin_aq,7.0,2
pinggu_aq,wanliu_aq,7.0,2
pinggu_aq,zhiwuyuan_aq,7.0,2
pinggu_aq,beibuxinqu_aq,7.0,2
pinggu_aq,donggaocun_aq,4.0,1
pinggu_aq,shunyi_aq,7.0,2
pinggu_aq,pinggu_aq,0.0,0
pinggu_aq,pingchang_aq,7.0,2
pinggu_aq,dingling_aq,7.0,2
pinggu_aq,huairou_aq,8.0,2
pinggu_aq,badaling_aq,7.0,2
pinggu_aq,miyun_aq,8.0,2
pinggu_aq,yanqin_aq,7.0,3
pinggu_aq,miyunshuiku_aq,8.0,2
pingchang_aq,yufa_aq,5.0,2
pingchang_aq,liulihe_aq,5.0,2
pingchang_aq,yongledian_aq,4.0,2
pingchang_aq,daxing_aq,4.0,2
pingchang_aq,fangshan_aq,5.0,2
pingchang_aq,yizhuang_aq,4.0,2
pingchang_aq,yungang_aq,5.0,2
pingchang_aq,nansanhuan_aq,4.0,2
pingchang_aq,fengtaihuayuan_aq,5.0,2
pingchang_aq,yongdingmennei_aq,4.0,2
pingchang_aq,wanshouxigong_aq,4.0,2
pingchang_aq,tiantan_aq,4.0,2
pingchang_aq,tongzhou_aq,4.0,2
pingchang_aq,qianmen_aq,4.0,2
pingchang_aq,gucheng_aq,5.0,2
pingchang_aq,guanyuan_aq,4.0,2
pingchang_aq,dongsi_aq,4.0,2
pingchang_aq,mentougou_aq,5.0,2
pingchang_aq,nongzhanguan_aq,4.0,2
pingchang_aq,dongsihuan_aq,4.0,2
pingchang_aq,xizhimenbei_aq,4.0,2
pingchang_aq,aotizhongxin_aq,4.0,1
pingchang_aq,wanliu_aq,5.0,1
pingchang_aq,zhiwuyuan_aq,5.0,1
pingchang_aq,beibuxinqu_aq,5.0,1
pingchang_aq,donggaocun_aq,3.0,2
pingchang_aq,shunyi_aq,3.0,2
pingchang_aq,pinggu_aq,3.0,2
pingchang_aq,pingchang_aq,0.0,0
pingchang_aq,dingling_aq,1.0,1
pingchang_aq,huairou_aq,3.0,2
pingchang_aq,badaling_aq,8.0,1
pingchang_aq,miyun_aq,3.0,2
pingchang_aq,yanqin_aq,8.0,2
pingchang_aq,miyunshuiku_aq,2.0,2
dingling_aq,yufa_aq,5.0,2
dingling_aq,liulihe_aq,5.0,2
dingling_aq,yongledian_aq,4.0,2
dingling_aq,daxing_aq,4.0,2
dingling_aq,fangshan_aq,5.0,2
dingling_aq,yizhuang_aq,4.0,2
dingling_aq,yungang_aq,5.0,2
dingling_aq,nansanhuan_aq,4.0,2
dingling_aq,fengtaihuayuan_aq,5.0,2
dingling_aq,yongdingmennei_aq,4.0,2
dingling_aq,wanshouxigong_aq,4.0,2
dingling_aq,tiantan_aq,4.0,2
dingling_aq,tongzhou_aq,4.0,2
dingling_aq,qianmen_aq,4.0,2
dingling_aq,gucheng_aq,5.0,2
dingling_aq,guanyuan_aq,4.0,2
dingling_aq,dongsi_aq,4.0,2
dingling_aq,mentougou_aq,5.0,2
dingling_aq,nongzhanguan_aq,4.0,2
dingling_aq,dongsihuan_aq,4.0,2
dingling_aq,xizhimenbei_aq,4.0,2
dingling_aq,aotizhongxin_aq,4.0,2
dingling_aq,wanliu_aq,5.0,2
dingling_aq,zhiwuyuan_aq,5.0,2
dingling_aq,beibuxinqu_aq,5.0,1
dingling_aq,donggaocun_aq,3.0,2
dingling_aq,shunyi_aq,4.0,2
dingling_aq,pinggu_aq,3.0,2
dingling_aq,pingchang_aq,5.0,1
dingling_aq,dingling_aq,0.0,0
dingling_aq,huairou_aq,3.0,2
dingling_aq,badaling_aq,7.0,1
dingling_aq,miyun_aq,3.0,2
dingling_aq,yanqin_aq,8.0,1
dingling_aq,miyunshuiku_aq,3.0,2
huairou_aq,yufa_aq,5.0,2
huairou_aq,liulihe_aq,6.0,2
huairou_aq,yongledian_aq,5.0,2
huairou_aq,daxing_aq,5.0,2
huairou_aq,fangshan_aq,6.0,2
huairou_aq,yizhuang_aq,5.0,2
huairou_aq,yungang_aq,6.0,2
huairou_aq,nansanhuan_aq,6.0,2
huairou_aq,fengtaihuayuan_aq,6.0,2
huairou_aq,yongdingmennei_aq,5.0,2
huairou_aq,wanshouxigong_aq,6.0,2
huairou_aq,tiantan_aq,5.0,2
huairou_aq,tongzhou_aq,5.0,2
huairou_aq,qianmen_aq,5.0,2
huairou_aq,gucheng_aq,6.0,2
huairou_aq,guanyuan_aq,6.0,2
huairou_aq,dongsi_aq,5.0,2
huairou_aq,mentougou_aq,6.0,2
huairou_aq,nongzhanguan_aq,5.0,2
huairou_aq,dongsihuan_aq,5.0,2
huairou_aq,xizhimenbei_aq,6.0,2
huairou_aq,aotizhongxin_aq,6.0,2
huairou_aq,wanliu_aq,6.0,2
huairou_aq,zhiwuyuan_aq,6.0,2
huairou_aq,beibuxinqu_aq,6.0,2
huairou_aq,donggaocun_aq,4.0,2
huairou_aq,shunyi_aq,5.0,1
huairou_aq,pinggu_aq,4.0,2
huairou_aq,pingchang_aq,7.0,2
huairou_aq,dingling_aq,7.0,2
huairou_aq,huairou_aq,0.0,0
huairou_aq,badaling_aq,7.0,2
huairou_aq,miyun_aq,3.0,1
huairou_aq,yanqin_aq,7.0,2
huairou_aq,miyunshuiku_aq,2.0,2
badaling_aq,yufa_aq,4.0,2
badaling_aq,liulihe_aq,5.0,2
badaling_aq,yongledian_aq,4.0,2
badaling_aq,daxing_aq,4.0,2
badaling_aq,fangshan_aq,5.0,2
badaling_aq,yizhuang_aq,4.0,2
badaling_aq,yungang_aq,4.0,2
badaling_aq,nansanhuan_aq,4.0,2
badaling_aq,fengtaihuayuan_aq,4.0,2
badaling_aq,yongdingmennei_aq,4.0,2
badaling_aq,wanshouxigong_aq,4.0,2
badaling_aq,tiantan_aq,4.0,2
badaling_aq,tongzhou_aq,4.0,2
badaling_aq,qianmen_aq,4.0,2
badaling_aq,gucheng_aq,4.0,2
badaling_aq,guanyuan_aq,4.0,2
badaling_aq,dongsi_aq,4.0,2
badaling_aq,mentougou_aq,4.0,2
badaling_aq,nongzhanguan_aq,4.0,2
badaling_aq,dongsihuan_aq,4.0,2
badaling_aq,xizhimenbei_aq,4.0,2
badaling_aq,aotizhongxin_aq,4.0,2
badaling_aq,wanliu_aq,4.0,2
badaling_aq,zhiwuyuan_aq,4.0,2
badaling_aq,beibuxinqu_aq,4.0,2
badaling_aq,donggaocun_aq,3.0,3
badaling_aq,shunyi_aq,4.0,2
badaling_aq,pinggu_aq,3.0,2
badaling_aq,pingchang_aq,4.0,1
badaling_aq,dingling_aq,3.0,1
badaling_aq,huairou_aq,3.0,2
badaling_aq,badaling_aq,0.0,0
badaling_aq,miyun_aq,3.0,2
badaling_aq,yanqin_aq,1.0,1
badaling_aq,miyunshuiku_aq,3.0,2
miyun_aq,yufa_aq,6.0,3
miyun_aq,liulihe_aq,6.0,3
miyun_aq,yongledian_aq,5.0,2
miyun_aq,daxing_aq,6.0,2
miyun_aq,fangshan_aq,6.0,2
miyun_aq,yizhuang_aq,6.0,2
miyun_aq,yungang_aq,6.0,2
miyun_aq,nansanhuan_aq,6.0,2
miyun_aq,fengtaihuayuan_aq,6.0,2
miyun_aq,yongdingmennei_aq,6.0,2
miyun_aq,wanshouxigong_aq,6.0,2
miyun_aq,tiantan_aq,6.0,2
miyun_aq,tongzhou_aq,5.0,2
miyun_aq,qianmen_aq,6.0,2
miyun_aq,gucheng_aq,6.0,2
miyun_aq,guanyuan_aq,6.0,2
miyun_aq,dongsi_aq,6.0,2
miyun_aq,mentougou_aq,6.0,2
miyun_aq,nongzhanguan_aq,6.0,2
miyun_aq,dongsihuan_aq,6.0,2
miyun_aq,xizhimenbei_aq,6.0,2
miyun_aq,aotizhongxin_aq,6.0,2
miyun_aq,wanliu_aq,6.0,2
miyun_aq,zhiwuyuan_aq,6.0,2
miyun_aq,beibuxinqu_aq,6.0,2
miyun_aq,donggaocun_aq,4.0,2
miyun_aq,shunyi_aq,6.0,2
miyun_aq,pinggu_aq,4.0,2
miyun_aq,pingchang_aq,7.0,2
miyun_aq,dingling_aq,7.0,2
miyun_aq,huairou_aq,7.0,1
miyun_aq,badaling_aq,7.0,2
miyun_aq,miyun_aq,0.0,0
miyun_aq,yanqin_aq,7.0,2
miyun_aq,miyunshuiku_aq,2.0,1
yanqin_aq,yufa_aq,4.0,3
yanqin_aq,liulihe_aq,5.0,2
yanqin_aq,yongledian_aq,4.0,3
yanqin_aq,daxing_aq,4.0,2
yanqin_aq,fangshan_aq,5.0,2
yanqin_aq,yizhuang_aq,4.0,2
yanqin_aq,yungang_aq,4.0,2
yanqin_aq,nansanhuan_aq,4.0,2
yanqin_aq,fengtaihuayuan_aq,4.0,2
yanqin_aq,yongdingmennei_aq,4.0,2
yanqin_aq,wanshouxigong_aq,4.0,2
yanqin_aq,tiantan_aq,4.0,2
yanqin_aq,tongzhou_aq,4.0,2
yanqin_aq,qianmen_aq,4.0,2
yanqin_aq,gucheng_aq,4.0,2
yanqin_aq,guanyuan_aq,4.0,2
yanqin_aq,dongsi_aq,4.0,2
yanqin_aq,mentougou_aq,5.0,2
yanqin_aq,nongzhanguan_aq,4.0,2
yanqin_aq,dongsihuan_aq,4.0,2
yanqin_aq,xizhimenbei_aq,4.0,2
yanqin_aq,aotizhongxin_aq,4.0,2
yanqin_aq,wanliu_aq,4.0,2
