,Unnamed: 0,station_id,utc_time,temperature,pressure,humidity,wind_speed,wind_direction,weather
7175,50,hadian_meo,2018-02-02 18:00:00,-10.0,1033.5,38.0,0.2,999017.0,0.0
7176,51,hadian_meo,2018-02-02 19:00:00,-11.0,1033.2,44.0,0.2,999017.0,0.0
7177,52,hadian_meo,2018-02-02 20:00:00,-11.8,1032.9,49.0,0.0,999017.0,0.0
7178,53,hadian_meo,2018-02-02 21:00:00,-12.1,1032.6,49.0,0.7,64.0,0.0
7179,54,hadian_meo,2018-02-02 22:00:00,-10.3,1032.5,40.0,1.3,50.0,0.0
7180,55,hadian_meo,2018-02-02 23:00:00,-11.9,1032.5,45.0,0.1,999017.0,0.0
7181,56,hadian_meo,2018-02-03 00:00:00,-12.6,1032.6,57.0,1.2,242.0,0.0
7182,57,hadian_meo,2018-02-03 01:00:00,-7.8,1032.4,32.0,1.0,33.0,0.0
7183,58,hadian_meo,2018-02-03 02:00:00,-3.5,1032.1,21.0,1.0,68.0,0.0
7184,59,hadian_meo,2018-02-03 03:00:00,-2.5,1031.6,18.0,1.0,124.0,0.0
7185,60,hadian_meo,2018-02-03 04:00:00,-0.7,1030.6,14.0,3.4,308.0,0.0
7186,61,hadian_meo,2018-02-03 05:00:00,0.3,1029.8,13.0,3.6,334.0,0.0
7187,62,hadian_meo,2018-02-03 06:00:00,0.6,1029.1,13.0,4.5,338.0,0.0
7188,63,hadian_meo,2018-02-03 07:00:00,0.4,1028.9,14.0,3.6,326.0,0.0
7189,64,hadian_meo,2018-02-03 08:00:00,0.4,1028.5,14.0,3.3,294.0,0.0
7190,65,hadian_meo,2018-02-03 09:00:00,-0.9,1028.9,15.0,2.6,33.0,0.0
7191,66,hadian_meo,2018-02-03 10:00:00,-2.0,1029.6,17.0,2.0,24.0,0.0
7192,67,hadian_meo,2018-02-03 11:00:00,-2.7,1030.4,18.0,2.6,347.0,0.0
7193,68,hadian_meo,2018-02-03 12:00:00,-3.4,1030.8,20.0,1.7,348.0,0.0
7194,69,hadian_meo,2018-02-03 13:00:00,-4.3,1031.4,22.0,1.7,353.0,0.0
7195,70,hadian_meo,2018-02-03 14:00:00,-4.9,1031.6,23.0,1.4,27.0,0.0
7196,71,hadian_meo,2018-02-03 15:00:00,-6.3,1031.7,26.0,0.6,323.0,0.0
7197,72,hadian_meo,2018-02-03 16:00:00,-9.3,1031.8,36.0,0.4,151.0,0.0
7198,73,hadian_meo,2018-02-03 17:00:00,-10.3,1031.6,38.0,0.4,14.0,0.0
7199,74,hadian_meo,2018-02-03 18:00:00,-10.2,1031.3,39.0,0.5,65.0,0.0
7200,75,hadian_meo,2018-02-03 19:00:00,-10.4,1030.9,47.0,0.3,360.0,0.0
7201,76,hadian_meo,2018-02-03 20:00:00,-10.5,1030.0,44.0,0.8,34.0,0.0
7202,77,hadian_meo,2018-02-03 21:00:00,-12.0,1029.5,56.0,0.0,999017.0,0.0
7203,78,hadian_meo,2018-02-03 22:00:00,-12.3,1029.1,60.0,0.5,48.0,0.0
7204,79,hadian_meo,2018-02-03 23:00:00,-12.2,1028.9,58.0,1.1,264.0,0.0
7205,80,hadian_meo,2018-02-04 00:00:00,-7.6,1028.6,32.0,3.0,211.0,0.0
7206,81,hadian_meo,2018-02-04 01:00:00,-5.9,1028.3,27.0,4.0,204.0,0.0
7207,82,hadian_meo,2018-02-04 02:00:00,-3.8,1028.0,23.0,3.3,196.0,0.0
7208,83,hadian_meo,2018-02-04 03:00:00,-2.4,1027.5,20.0,2.4,223.0,0.0
7209,84,hadian_meo,2018-02-04 04:00:00,-0.7,1026.4,18.0,2.2,194.0,0.0
7210,85,hadian_meo,2018-02-04 05:00:00,0.3,1025.3,17.0,3.4,222.0,0.0
7211,86,hadian_meo,2018-02-04 06:00:00,1.6,1024.2,16.0,3.5,199.0,0.0
7212,87,hadian_meo,2018-02-04 07:00:00,2.3,1023.3,15.0,2.7,213.0,0.0
7213,88,hadian_meo,2018-02-04 08:00:00,2.7,1022.8,16.0,2.9,185.0,0.0
7214,89,hadian_meo,2018-02-04 09:00:00,2.0,1022.8,17.0,1.4,196.0,0.0
7215,90,hadian_meo,2018-02-04 10:00:00,-0.3,1023.9,20.0,1.0,77.0,0.0
7216,91,hadian_meo,2018-02-04 11:00:00,-0.8,1025.3,21.0,2.9,37.0,0.0
7217,92,hadian_meo,2018-02-04 12:00:00,-2.2,1026.3,25.0,1.5,36.0,0.0
7218,93,hadian_meo,2018-02-04 13:00:00,-4.1,1026.9,32.0,0.0,999017.0,0.0
7219,94,hadian_meo,2018-02-04 14:00:00,-5.0,1027.6,31.0,1.2,359.0,0.0
7220,95,hadian_meo,2018-02-04 15:00:00,-3.7,1028.0,25.0,1.0,8.0,0.0
7221,96,hadian_meo,2018-02-04 16:00:00,-3.4,1028.2,23.0,2.8,26.0,0.0
7222,97,hadian_meo,2018-02-04 17:00:00,-3.7,1028.1,22.0,3.1,43.0,0.0
7223,98,hadian_meo,2018-02-04 18:00:00,-4.8,1028.5,24.0,1.1,31.0,0.0
7224,99,hadian_meo,2018-02-04 19:00:00,-5.9,1028.6,29.0,0.9,313.0,0.0
7225,100,hadian_meo,2018-02-04 20:00:00,-6.5,1028.8,29.0,1.2,45.0,0.0
7226,101,hadian_meo,2018-02-04 21:00:00,-7.8,1028.9,33.0,1.3,66.0,0.0
7227,102,hadian_meo,2018-02-04 22:00:00,-8.3,1029.0,33.0,1.7,55.0,0.0
7228,103,hadian_meo,2018-02-04 23:00:00,-8.7,1029.5,34.0,0.7,109.0,0.0
7229,104,hadian_meo,2018-02-05 00:00:00,-8.7,1030.1,33.0,1.1,82.0,0.0
7230,105,hadian_meo,2018-02-05 01:00:00,-6.1,1030.2,26.0,1.5,79.0,0.0
7231,106,hadian_meo,2018-02-05 02:00:00,-4.1,1030.0,22.0,3.0,40.0,0.0
7232,107,hadian_meo,2018-02-05 03:00:00,-2.8,1029.9,19.0,3.1,34.0,0.0
7233,108,hadian_meo,2018-02-05 04:00:00,-1.7,1029.0,16.0,2.4,350.0,0.0
7234,109,hadian_meo,2018-02-05 05:00:00,-0.6,1027.8,13.0,3.6,355.0,0.0
7235,110,hadian_meo,2018-02-05 06:00:00,0.3,1026.9,12.0,2.9,333.0,0.0
7236,111,hadian_meo,2018-02-05 07:00:00,0.3,1026.5,11.0,3.8,333.0,0.0
7237,112,hadian_meo,2018-02-05 08:00:00,0.7,1026.1,11.0,2.7,347.0,0.0
7238,113,hadian_meo,2018-02-05 09:00:00,0.0,1026.1,12.0,3.1,354.0,0.0
7239,114,hadian_meo,2018-02-05 10:00:00,-1.7,1026.8,13.0,2.9,41.0,0.0
7240,115,hadian_meo,2018-02-05 11:00:00,-2.9,1027.7,14.0,1.8,51.0,0.0
7241,116,hadian_meo,2018-02-05 12:00:00,-3.7,1027.9,16.0,1.6,18.0,0.0
7242,117,hadian_meo,2018-02-05 13:00:00,-4.6,1028.2,18.0,1.2,37.0,0.0
7243,118,hadian_meo,2018-02-05 14:00:00,-5.6,1028.4,20.0,0.9,65.0,0.0
7244,119,hadian_meo,2018-02-05 15:00:00,-6.3,1028.3,22.0,1.4,71.0,0.0
7245,120,hadian_meo,2018-02-05 16:00:00,-7.5,1027.9,24.0,1.0,29.0,0.0
7246,121,hadian_meo,2018-02-05 17:00:00,-8.3,1027.7,28.0,0.9,41.0,0.0
7247,122,hadian_meo,2018-02-05 18:00:00,-9.2,1027.2,30.0,1.1,34.0,0.0
7248,123,hadian_meo,2018-02-05 19:00:00,-11.5,1026.7,49.0,0.5,273.0,0.0
7249,124,hadian_meo,2018-02-05 20:00:00,-12.1,1026.2,54.0,0.0,999017.0,0.0
7250,125,hadian_meo,2018-02-05 21:00:00,-12.5,1025.7,52.0,0.8,83.0,0.0
7251,126,hadian_meo,2018-02-05 22:00:00,-12.7,1025.5,51.0,0.3,61.0,0.0
7252,127,hadian_meo,2018-02-05 23:00:00,-13.3,1025.5,58.0,0.7,248.0,0.0
7253,128,hadian_meo,2018-02-06 00:00:00,-13.0,1025.7,67.0,0.8,28.0,0.0
7254,129,hadian_meo,2018-02-06 01:00:00,-8.0,1025.5,34.0,1.2,42.0,0.0
7255,130,hadian_meo,2018-02-06 02:00:00,-4.6,1024.9,25.0,0.9,42.0,0.0
7256,131,hadian_meo,2018-02-06 03:00:00,-2.6,1024.2,24.0,1.9,45.0,0.0
7257,132,hadian_meo,2018-02-06 04:00:00,-1.6,1022.6,22.0,1.8,38.0,0.0
7258,133,hadian_meo,2018-02-06 05:00:00,0.0,1020.9,20.0,0.7,88.0,0.0
7259,134,hadian_meo,2018-02-06 06:00:00,1.7,1019.6,18.0,2.7,229.0,0.0
7260,135,hadian_meo,2018-02-06 07:00:00,2.4,1018.6,18.0,1.7,217.0,0.0
7261,136,hadian_meo,2018-02-06 08:00:00,2.1,1018.0,18.0,3.0,209.0,0.0
7262,137,hadian_meo,2018-02-06 09:00:00,0.7,1017.7,22.0,2.6,205.0,0.0
7263,138,hadian_meo,2018-02-06 10:00:00,-0.4,1018.0,26.0,1.6,195.0,0.0
7264,139,hadian_meo,2018-02-06 11:00:00,-1.0,1017.9,28.0,1.6,188.0,0.0
7265,140,hadian_meo,2018-02-06 12:00:00,-1.0,1017.9,29.0,1.8,230.0,0.0
7266,141,hadian_meo,2018-02-06 13:00:00,-3.4,1018.1,36.0,0.7,214.0,0.0
7267,142,hadian_meo,2018-02-06 14:00:00,-4.1,1017.9,37.0,0.4,163.0,0.0
7268,143,hadian_meo,2018-02-06 15:00:00,-5.6,1017.8,41.0,0.5,11.0,0.0
7269,144,hadian_meo,2018-02-06 16:00:00,-4.5,1017.8,33.0,0.9,29.0,0.0
7270,145,hadian_meo,2018-02-06 17:00:00,-4.9,1017.7,34.0,1.2,39.0,0.0
7271,146,hadian_meo,2018-02-06 18:00:00,-5.3,1017.6,36.0,1.0,42.0,0.0
7272,147,hadian_meo,2018-02-06 19:00:00,-5.1,1017.0,37.0,2.0,32.0,0.0
7273,148,hadian_meo,2018-02-06 20:00:00,-6.2,1017.3,42.0,1.4,60.0,0.0
7274,149,hadian_meo,2018-02-06 21:00:00,-6.6,1017.9,44.0,1.1,42.0,0.0
7275,150,hadian_meo,2018-02-06 22:00:00,-6.7,1018.9,45.0,0.9,50.0,0.0
7276,151,hadian_meo,2018-02-06 23:00:00,-7.8,1019.7,48.0,1.4,350.0,0.0
7277,152,hadian_meo,2018-02-07 00:00:00,-4.6,1020.9,29.0,3.0,326.0,0.0
7278,153,hadian_meo,2018-02-07 01:00:00,-3.3,1022.1,21.0,4.0,7.0,0.0
7279,154,hadian_meo,2018-02-07 02:00:00,-2.1,1022.6,19.0,3.9,7.0,0.0
7280,155,hadian_meo,2018-02-07 03:00:00,-1.7,1023.3,19.0,2.9,336.0,0.0
7281,156,hadian_meo,2018-02-07 04:00:00,-0.8,1022.8,17.0,4.4,335.0,0.0
7282,157,hadian_meo,2018-02-07 05:00:00,0.0,1022.4,16.0,2.9,341.0,0.0
7283,158,hadian_meo,2018-02-07 06:00:00,0.8,1021.8,15.0,5.9,342.0,0.0
7284,159,hadian_meo,2018-02-07 07:00:00,0.8,1021.8,15.0,5.2,333.0,0.0
7285,160,hadian_meo,2018-02-07 08:00:00,1.2,1021.7,15.0,3.7,331.0,0.0
7286,161,hadian_meo,2018-02-07 09:00:00,0.7,1021.9,16.0,3.5,325.0,0.0
7287,162,hadian_meo,2018-02-07 10:00:00,-0.7,1022.2,17.0,2.9,344.0,0.0
7288,163,hadian_meo,2018-02-07 11:00:00,-1.5,1022.8,18.0,1.7,335.0,0.0
7289,164,hadian_meo,2018-02-07 12:00:00,-2.3,1023.1,19.0,2.4,21.0,0.0
7290,165,hadian_meo,2018-02-07 13:00:00,-3.5,1023.2,22.0,0.4,37.0,0.0
7291,166,hadian_meo,2018-02-07 14:00:00,-5.1,1023.2,25.0,0.7,218.0,0.0
7292,167,hadian_meo,2018-02-07 15:00:00,-5.8,1022.3,25.0,0.5,15.0,0.0
7293,168,hadian_meo,2018-02-07 16:00:00,-7.5,1021.9,36.0,1.3,358.0,0.0
7294,169,hadian_meo,2018-02-07 17:00:00,-7.7,1021.7,32.0,0.8,53.0,0.0
7295,170,hadian_meo,2018-02-07 18:00:00,-8.1,1021.1,33.0,1.1,31.0,0.0
7296,171,hadian_meo,2018-02-07 19:00:00,-10.1,1020.1,52.0,0.5,39.0,0.0
7297,172,hadian_meo,2018-02-07 20:00:00,,,,,,
7298,173,hadian_meo,2018-02-07 21:00:00,-11.8,1018.6,57.0,0.0,999017.0,0.0
7299,174,hadian_meo,2018-02-07 22:00:00,-12.3,1017.9,54.0,0.0,999017.0,0.0
7300,175,hadian_meo,2018-02-07 23:00:00,-9.2,1017.6,43.0,1.6,17.0,0.0
7301,176,hadian_meo,2018-02-08 00:00:00,-8.9,1017.8,41.0,1.7,40.0,0.0
7302,177,hadian_meo,2018-02-08 01:00:00,-7.3,1017.7,36.0,1.5,26.0,0.0
7303,178,hadian_meo,2018-02-08 02:00:00,-5.8,1017.7,35.0,2.2,54.0,0.0
7304,179,hadian_meo,2018-02-08 03:00:00,-3.8,1016.4,37.0,0.7,62.0,0.0
7305,180,hadian_meo,2018-02-08 04:00:00,-2.6,1014.9,36.0,1.1,325.0,0.0
7306,181,hadian_meo,2018-02-08 05:00:00,-0.4,1013.4,29.0,0.9,76.0,0.0
7307,182,hadian_meo,2018-02-08 06:00:00,1.1,1011.8,16.0,3.2,195.0,0.0
7308,183,hadian_meo,2018-02-08 07:00:00,1.9,1011.1,16.0,3.3,218.0,0.0
7309,184,hadian_meo,2018-02-08 08:00:00,0.9,1010.8,16.0,3.6,205.0,0.0
7310,185,hadian_meo,2018-02-08 09:00:00,0.7,1010.6,17.0,2.0,203.0,0.0
7311,186,hadian_meo,2018-02-08 10:00:00,0.3,1010.8,19.0,1.2,188.0,0.0
7312,187,hadian_meo,2018-02-08 11:00:00,-0.3,1011.1,19.0,1.2,216.0,0.0
7313,188,hadian_meo,2018-02-08 12:00:00,-2.4,1011.0,31.0,1.5,39.0,0.0
7314,189,hadian_meo,2018-02-08 13:00:00,-3.8,1010.8,35.0,0.2,999017.0,0.0
7315,190,hadian_meo,2018-02-08 14:00:00,-3.6,1011.1,35.0,1.1,54.0,0.0
7316,191,hadian_meo,2018-02-08 15:00:00,-4.0,1011.0,37.0,2.0,44.0,0.0
7317,192,hadian_meo,2018-02-08 16:00:00,-4.6,1011.0,36.0,1.3,40.0,0.0
7318,193,hadian_meo,2018-02-08 17:00:00,-5.0,1010.8,37.0,1.1,43.0,0.0
7319,194,hadian_meo,2018-02-08 18:00:00,-5.2,1010.7,39.0,2.0,36.0,0.0
7320,195,hadian_meo,2018-02-08 19:00:00,-5.4,1010.6,39.0,1.8,44.0,0.0
7321,196,hadian_meo,2018-02-08 20:00:00,-6.4,1010.7,42.0,1.1,50.0,0.0
7322,197,hadian_meo,2018-02-08 21:00:00,-6.4,1010.7,42.0,1.3,36.0,0.0
7323,198,hadian_meo,2018-02-08 22:00:00,-6.3,1011.1,40.0,1.2,36.0,0.0
7324,199,hadian_meo,2018-02-08 23:00:00,-5.9,1011.8,40.0,1.8,41.0,0.0
7325,200,hadian_meo,2018-02-09 00:00:00,-3.3,1012.8,30.0,2.0,342.0,0.0
7326,201,hadian_meo,2018-02-09 01:00:00,0.8,1014.3,22.0,3.4,338.0,0.0
7327,202,hadian_meo,2018-02-09 02:00:00,1.4,1015.2,21.0,3.8,347.0,0.0
7328,203,hadian_meo,2018-02-09 03:00:00,2.1,1015.7,13.0,3.3,340.0,0.0
7329,204,hadian_meo,2018-02-09 04:00:00,3.0,1015.6,10.0,4.3,308.0,0.0
7330,205,hadian_meo,2018-02-09 05:00:00,2.7,1015.7,8.0,6.0,332.0,0.0
7331,206,hadian_meo,2018-02-09 06:00:00,4.1,1015.6,9.0,3.6,339.0,0.0
7332,207,hadian_meo,2018-02-09 07:00:00,3.8,1016.0,6.0,5.5,345.0,0.0
7333,208,hadian_meo,2018-02-09 08:00:00,2.6,1017.2,6.0,6.9,345.0,0.0
7334,209,hadian_meo,2018-02-09 09:00:00,1.1,1018.9,6.0,5.0,320.0,0.0
7335,210,hadian_meo,2018-02-09 10:00:00,-0.7,1021.2,9.0,2.8,334.0,0.0
7336,211,hadian_meo,2018-02-09 11:00:00,-1.9,1022.7,11.0,5.7,336.0,0.0
7337,212,hadian_meo,2018-02-09 12:00:00,-2.8,1023.7,13.0,2.9,318.0,0.0
7338,213,hadian_meo,2018-02-09 13:00:00,-3.1,1024.2,13.0,4.4,327.0,0.0
7339,214,hadian_meo,2018-02-09 14:00:00,-3.8,1024.6,15.0,3.4,353.0,0.0
7340,215,hadian_meo,2018-02-09 15:00:00,-5.0,1024.8,17.0,1.6,41.0,0.0
7341,216,hadian_meo,2018-02-09 16:00:00,-5.8,1024.8,19.0,1.7,9.0,0.0
7342,217,hadian_meo,2018-02-09 17:00:00,-8.5,1025.4,26.0,1.1,358.0,0.0
7343,218,hadian_meo,2018-02-09 18:00:00,-10.0,1025.0,29.0,0.6,124.0,0.0
7344,219,hadian_meo,2018-02-09 19:00:00,-10.0,1024.7,32.0,0.7,349.0,0.0
7345,220,hadian_meo,2018-02-09 20:00:00,-10.1,1023.9,30.0,0.9,24.0,0.0
7346,221,hadian_meo,2018-02-09 21:00:00,-7.8,1023.9,24.0,1.9,346.0,0.0
7347,222,hadian_meo,2018-02-09 22:00:00,-7.2,1024.1,23.0,0.9,331.0,0.0
7348,223,hadian_meo,2018-02-09 23:00:00,-6.5,1024.5,22.0,1.7,318.0,0.0
7349,224,hadian_meo,2018-02-10 00:00:00,-5.0,1025.6,19.0,3.6,338.0,0.0
7350,225,hadian_meo,2018-02-10 01:00:00,-4.1,1026.2,19.0,3.5,335.0,0.0
7351,226,hadian_meo,2018-02-10 02:00:00,-3.5,1026.3,17.0,4.2,307.0,0.0
7352,227,hadian_meo,2018-02-10 03:00:00,-3.0,1025.9,14.0,4.2,342.0,0.0
7353,228,hadian_meo,2018-02-10 04:00:00,-3.1,1025.1,13.0,6.6,342.0,0.0
7354,229,hadian_meo,2018-02-10 05:00:00,-2.3,1023.9,12.0,4.1,314.0,0.0
7355,230,hadian_meo,2018-02-10 06:00:00,-1.4,1022.9,10.0,5.5,329.0,0.0
7356,231,hadian_meo,2018-02-10 07:00:00,-0.9,1022.7,10.0,2.1,326.0,0.0
7357,232,hadian_meo,2018-02-10 08:00:00,-1.4,1022.6,11.0,4.6,305.0,0.0
7358,233,hadian_meo,2018-02-10 09:00:00,-2.1,1022.4,12.0,2.9,316.0,0.0
7359,234,hadian_meo,2018-02-10 10:00:00,-3.1,1022.5,14.0,2.7,298.0,0.0
7360,235,hadian_meo,2018-02-10 11:00:00,-3.7,1022.7,15.0,1.2,314.0,0.0
7361,236,hadian_meo,2018-02-10 12:00:00,-4.4,1022.8,18.0,0.9,257.0,0.0
7362,237,hadian_meo,2018-02-10 13:00:00,-3.1,1022.8,17.0,2.7,298.0,0.0
7363,238,hadian_meo,2018-02-10 14:00:00,-3.3,1022.6,17.0,1.9,316.0,0.0
7364,239,hadian_meo,2018-02-10 15:00:00,-3.5,1022.7,19.0,3.0,298.0,0.0
7365,240,hadian_meo,2018-02-10 16:00:00,-3.8,1022.8,22.0,1.5,354.0,0.0
7366,241,hadian_meo,2018-02-10 17:00:00,-4.0,1022.5,23.0,3.7,290.0,0.0
7367,242,hadian_meo,2018-02-10 18:00:00,-4.6,1022.0,21.0,1.5,304.0,0.0
7368,243,hadian_meo,2018-02-10 19:00:00,-5.5,1021.2,23.0,1.7,272.0,0.0
7369,244,hadian_meo,2018-02-10 20:00:00,-5.0,1020.7,20.0,4.0,305.0,0.0
7370,245,hadian_meo,2018-02-10 21:00:00,-5.0,1020.5,19.0,3.5,310.0,0.0
7371,246,hadian_meo,2018-02-10 22:00:00,-5.6,1020.9,20.0,1.3,348.0,0.0
7372,247,hadian_meo,2018-02-10 23:00:00,-6.0,1021.3,19.0,3.0,312.0,0.0
7373,248,hadian_meo,2018-02-11 00:00:00,-6.3,1021.9,20.0,2.8,327.0,0.0
7374,249,hadian_meo,2018-02-11 01:00:00,-5.9,1022.9,20.0,3.6,334.0,0.0
7375,250,hadian_meo,2018-02-11 02:00:00,-5.0,1023.4,15.0,5.1,346.0,0.0
7376,251,hadian_meo,2018-02-11 03:00:00,-4.8,1023.1,15.0,7.4,337.0,0.0
7377,252,hadian_meo,2018-02-11 04:00:00,-3.9,1022.9,14.0,3.6,312.0,0.0
7378,253,hadian_meo,2018-02-11 05:00:00,-3.4,1021.9,14.0,6.3,340.0,0.0
7379,254,hadian_meo,2018-02-11 06:00:00,-2.4,1021.4,13.0,4.5,325.0,0.0
7380,255,hadian_meo,2018-02-11 07:00:00,-2.0,1021.1,12.0,6.0,336.0,0.0
7381,256,hadian_meo,2018-02-11 08:00:00,-1.2,1020.9,12.0,3.0,322.0,0.0
7382,257,hadian_meo,2018-02-11 09:00:00,-1.8,1020.7,13.0,4.3,313.0,0.0
7383,258,hadian_meo,2018-02-11 10:00:00,-2.6,1021.1,15.0,2.7,329.0,0.0
7384,259,hadian_meo,2018-02-11 11:00:00,-2.7,1021.4,16.0,3.6,310.0,0.0
7385,260,hadian_meo,2018-02-11 12:00:00,-2.4,1021.7,16.0,2.3,322.0,0.0
7386,261,hadian_meo,2018-02-11 13:00:00,-2.0,1022.0,16.0,4.3,331.0,0.0
7387,262,hadian_meo,2018-02-11 14:00:00,-2.2,1022.2,16.0,3.3,294.0,0.0
7388,263,hadian_meo,2018-02-11 15:00:00,-2.1,1021.6,16.0,2.3,306.0,0.0
7389,264,hadian_meo,2018-02-11 16:00:00,-2.6,1021.3,17.0,1.7,1.0,0.0
7390,265,hadian_meo,2018-02-11 17:00:00,-3.1,1020.7,19.0,1.0,348.0,0.0
7391,266,hadian_meo,2018-02-11 18:00:00,-2.2,1020.4,17.0,3.3,330.0,0.0
7392,267,hadian_meo,2018-02-11 19:00:00,-2.0,1019.9,17.0,2.7,347.0,0.0
7393,268,hadian_meo,2018-02-11 20:00:00,-2.3,1019.4,19.0,4.1,294.0,0.0
7394,269,hadian_meo,2018-02-11 21:00:00,-2.5,1019.1,20.0,3.1,297.0,0.0
7395,270,hadian_meo,2018-02-11 22:00:00,-2.5,1019.3,20.0,2.4,332.0,0.0
7396,271,hadian_meo,2018-02-11 23:00:00,-2.9,1019.5,21.0,1.4,313.0,0.0
7397,272,hadian_meo,2018-02-12 00:00:00,-2.5,1019.9,20.0,2.3,339.0,0.0
7398,273,hadian_meo,2018-02-12 01:00:00,-0.9,1019.7,17.0,3.5,319.0,0.0
7399,274,hadian_meo,2018-02-12 02:00:00,1.2,1019.6,16.0,3.5,320.0,0.0
7400,275,hadian_meo,2018-02-12 03:00:00,2.4,1019.6,16.0,3.4,304.0,0.0
7401,276,hadian_meo,2018-02-12 04:00:00,2.9,1018.5,14.0,6.7,329.0,0.0
7402,277,hadian_meo,2018-02-12 05:00:00,4.9,1017.2,13.0,2.5,316.0,0.0
7403,278,hadian_meo,2018-02-12 06:00:00,6.4,1016.0,12.0,2.9,283.0,0.0
7404,279,hadian_meo,2018-02-12 07:00:00,7.2,1015.2,11.0,2.6,260.0,0.0
7405,280,hadian_meo,2018-02-12 08:00:00,6.4,1015.0,11.0,3.0,208.0,0.0
7406,281,hadian_meo,2018-02-12 09:00:00,5.5,1014.5,12.0,1.8,192.0,0.0
7407,282,hadian_meo,2018-02-12 10:00:00,3.9,1014.6,13.0,2.4,210.0,0.0
7408,283,hadian_meo,2018-02-12 11:00:00,0.2,1014.6,20.0,1.3,219.0,0.0
7409,284,hadian_meo,2018-02-12 12:00:00,-1.4,1014.5,22.0,1.9,237.0,0.0
7410,285,hadian_meo,2018-02-12 13:00:00,-1.0,1014.1,21.0,1.6,201.0,0.0
7411,286,hadian_meo,2018-02-12 14:00:00,-2.5,1013.8,26.0,0.5,311.0,0.0
7412,287,hadian_meo,2018-02-12 15:00:00,-2.1,1013.3,25.0,1.2,34.0,0.0
7413,288,hadian_meo,2018-02-12 16:00:00,-4.4,1012.9,34.0,0.7,195.0,0.0
7414,289,hadian_meo,2018-02-12 17:00:00,-5.2,1012.6,38.0,0.6,23.0,0.0
7415,290,hadian_meo,2018-02-12 18:00:00,-3.4,1012.6,31.0,1.3,30.0,0.0
7416,291,hadian_meo,2018-02-12 19:00:00,-4.5,1012.2,33.0,1.0,40.0,0.0
7417,292,hadian_meo,2018-02-12 20:00:00,-5.7,1011.9,41.0,0.9,10.0,0.0
7418,293,hadian_meo,2018-02-12 21:00:00,-5.1,1011.4,35.0,0.9,44.0,0.0
7419,294,hadian_meo,2018-02-12 22:00:00,-5.4,1011.2,36.0,1.3,33.0,0.0
7420,295,hadian_meo,2018-02-12 23:00:00,-5.7,1010.6,39.0,1.0,36.0,0.0
7421,296,hadian_meo,2018-02-13 00:00:00,-5.2,1010.7,36.0,0.6,43.0,0.0
7422,297,hadian_meo,2018-02-13 01:00:00,-1.6,1010.3,26.0,1.0,72.0,0.0
7423,298,hadian_meo,2018-02-13 02:00:00,0.6,1009.7,21.0,1.2,27.0,0.0
7424,299,hadian_meo,2018-02-13 03:00:00,2.6,1008.5,17.0,2.6,41.0,0.0
7425,300,hadian_meo,2018-02-13 04:00:00,4.6,1007.7,16.0,1.5,340.0,0.0
7426,301,hadian_meo,2018-02-13 05:00:00,6.6,1006.0,15.0,1.3,110.0,0.0
7427,302,hadian_meo,2018-02-13 06:00:00,8.0,1003.9,13.0,1.3,84.0,0.0
7428,303,hadian_meo,2018-02-13 07:00:00,8.8,1003.2,12.0,1.6,31.0,0.0
7429,304,hadian_meo,2018-02-13 08:00:00,8.9,1002.5,12.0,0.8,39.0,0.0
7430,305,hadian_meo,2018-02-13 09:00:00,8.3,1002.7,13.0,0.9,353.0,0.0
7431,306,hadian_meo,2018-02-13 10:00:00,3.8,1003.2,19.0,0.4,83.0,0.0
7432,307,hadian_meo,2018-02-13 11:00:00,-0.5,1003.6,27.0,0.1,999017.0,0.0
7433,308,hadian_meo,2018-02-13 12:00:00,-2.7,1003.8,39.0,0.3,127.0,0.0
7434,309,hadian_meo,2018-02-13 13:00:00,-2.4,1004.8,38.0,0.9,68.0,0.0
7435,310,hadian_meo,2018-02-13 14:00:00,-2.9,1005.4,41.0,0.4,354.0,0.0
7436,311,hadian_meo,2018-02-13 15:00:00,-2.8,1005.8,40.0,0.8,42.0,0.0
7437,312,hadian_meo,2018-02-13 16:00:00,-1.6,1006.9,37.0,0.5,91.0,0.0
7438,313,hadian_meo,2018-02-13 17:00:00,4.7,1007.1,19.0,1.4,348.0,0.0
7439,314,hadian_meo,2018-02-13 18:00:00,7.3,1007.9,15.0,3.9,339.0,0.0
7440,315,hadian_meo,2018-02-13 19:00:00,6.1,1008.5,16.0,3.8,352.0,0.0
7441,316,hadian_meo,2018-02-13 20:00:00,4.1,1009.4,19.0,3.0,11.0,0.0
7442,317,hadian_meo,2018-02-13 21:00:00,2.8,1011.2,21.0,3.9,13.0,0.0
7443,318,hadian_meo,2018-02-13 22:00:00,0.9,1012.9,21.0,1.8,49.0,0.0
7444,319,hadian_meo,2018-02-13 23:00:00,-1.2,1013.8,26.0,1.0,56.0,0.0
7445,320,hadian_meo,2018-02-14 00:00:00,-0.2,1016.0,27.0,0.9,247.0,0.0
7446,321,hadian_meo,2018-02-14 01:00:00,1.8,1017.4,21.0,1.3,337.0,0.0
7447,322,hadian_meo,2018-02-14 02:00:00,2.3,1017.7,21.0,2.6,25.0,0.0
7448,323,hadian_meo,2018-02-14 03:00:00,2.8,1017.8,22.0,2.1,17.0,0.0
7449,324,hadian_meo,2018-02-14 04:00:00,3.1,1017.3,21.0,1.1,48.0,0.0
