,Unnamed: 0,station_id,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
1361,1361,donggaocun_aq,2018/3/29 9:00,18,93,13,0.4,101,7
1362,1362,donggaocun_aq,2018/3/29 10:00,23,176,24,0.5,80,8
1363,1363,donggaocun_aq,2018/3/29 11:00,23,166,30,0.5,69,9
1364,1364,donggaocun_aq,2018/3/29 12:00,26,112,28,0.5,69,8
1365,1365,donggaocun_aq,2018/3/29 13:00,28,85,29,0.5,65,8
1366,1366,donggaocun_aq,2018/3/29 14:00,25,69,29,0.4,62,8
1367,1367,donggaocun_aq,2018/3/29 15:00,28,64,25,0.4,58,6
1368,1368,donggaocun_aq,2018/3/29 16:00,38,59,25,0.4,56,5
1369,1369,donggaocun_aq,2018/3/29 17:00,45,46,22,0.4,53,4
1370,1370,donggaocun_aq,2018/3/29 18:00,32,41,20,0.4,56,5
1371,1371,donggaocun_aq,2018/3/29 19:00,23,40,18,0.4,58,5
1372,1372,donggaocun_aq,2018/3/29 20:00,34,35,16,0.5,62,6
1373,1373,donggaocun_aq,2018/3/29 21:00,29,37,16,0.8,64,10
1374,1374,donggaocun_aq,2018/3/29 22:00,29,34,21,1.3,58,22
1375,1375,donggaocun_aq,2018/3/29 23:00,34,47,24,1.6,54,28
1376,1376,donggaocun_aq,2018/3/30 0:00,37,49,26,1.5,55,28
1377,1377,donggaocun_aq,2018/3/30 1:00,30,61,37,1.4,48,27
1378,1378,donggaocun_aq,2018/3/30 2:00,36,63,47,1.3,56,32
1379,1379,donggaocun_aq,2018/3/30 3:00,40,62,43,1.6,69,43
1380,1380,donggaocun_aq,2018/3/30 4:00,,,,,,
1381,1381,donggaocun_aq,2018/3/30 5:00,,130,26,0.9,94,28
1382,1382,donggaocun_aq,2018/3/30 6:00,31,101,26,0.8,96,24
1383,1383,donggaocun_aq,2018/3/30 7:00,39,98,23,0.7,104,20
1384,1384,donggaocun_aq,2018/3/30 8:00,35,86,25,0.6,105,21
1385,1385,donggaocun_aq,2018/3/30 9:00,37,84,28,0.6,101,18
1386,1386,donggaocun_aq,2018/3/30 10:00,37,78,30,0.6,100,17
1387,1387,donggaocun_aq,2018/3/30 11:00,36,77,30,0.5,92,16
1388,1388,donggaocun_aq,2018/3/30 12:00,38,86,32,0.5,80,13
1389,1389,donggaocun_aq,2018/3/30 13:00,44,85,31,0.5,82,13
1390,1390,donggaocun_aq,2018/3/30 14:00,49,82,29,0.6,77,14
1391,1391,donggaocun_aq,2018/3/30 15:00,56,90,35,0.6,66,17
1392,1392,donggaocun_aq,2018/3/30 16:00,65,99,46,0.6,51,19
1393,1393,donggaocun_aq,2018/3/30 17:00,74,88,46,0.7,49,19
1394,1394,donggaocun_aq,2018/3/30 18:00,63,83,31,0.7,63,19
1395,1395,donggaocun_aq,2018/3/30 19:00,62,73,34,0.7,62,19
1396,1396,donggaocun_aq,2018/3/30 20:00,54,78,54,0.7,,16
1397,1397,donggaocun_aq,2018/3/30 21:00,56,71,48,0.6,32,9
1398,1398,donggaocun_aq,2018/3/30 22:00,45,61,30,0.6,42,10
1399,1399,donggaocun_aq,2018/3/30 23:00,53,61,28,0.6,48,10
1400,1400,donggaocun_aq,2018/3/31 0:00,55,66,34,0.6,45,9
1401,1401,donggaocun_aq,2018/3/31 1:00,67,83,50,0.7,50,12
1402,1402,donggaocun_aq,2018/3/31 2:00,70,87,41,0.7,71,13
1403,1403,donggaocun_aq,2018/3/31 3:00,76,103,39,0.7,98,14
1404,1404,donggaocun_aq,2018/3/31 4:00,93,140,54,0.8,87,17
1405,1405,donggaocun_aq,2018/3/31 5:00,113,151,62,1,93,26
1406,1406,donggaocun_aq,2018/3/31 6:00,116,146,57,1.3,116,32
1407,1407,donggaocun_aq,2018/3/31 7:00,136,150,49,1.5,143,33
1408,1408,donggaocun_aq,2018/3/31 8:00,129,159,42,1.5,166,28
1409,1409,donggaocun_aq,2018/3/31 9:00,112,141,34,1,175,21
1410,1410,donggaocun_aq,2018/3/31 10:00,124,151,33,0.8,183,18
1411,1411,donggaocun_aq,2018/3/31 11:00,143,150,38,0.9,148,16
1412,1412,donggaocun_aq,2018/3/31 12:00,145,149,38,0.9,133,15
1413,1413,donggaocun_aq,2018/3/31 13:00,149,,34,0.9,132,15
1414,1414,donggaocun_aq,2018/3/31 14:00,144,,34,0.9,124,14
1415,1415,donggaocun_aq,2018/3/31 15:00,156,,33,0.9,121,14
0,0,dongsi_aq,2018/1/31 16:00,,,,,,
1,1,dongsi_aq,2018/1/31 17:00,50,79,57,0.7,13,19
2,2,dongsi_aq,2018/1/31 18:00,50,72,68,1,5,12
3,3,dongsi_aq,2018/1/31 19:00,46,89,77,1,2,20
4,4,dongsi_aq,2018/1/31 20:00,40,86,66,0.8,2,14
5,5,dongsi_aq,2018/1/31 21:00,,,,,,
6,6,dongsi_aq,2018/1/31 22:00,,,,,,
7,7,dongsi_aq,2018/1/31 23:00,33,82,67,1.1,2,10
8,8,dongsi_aq,2018/2/1 0:00,,,,,,
9,9,dongsi_aq,2018/2/1 1:00,33,87,64,1.2,3,10
10,10,dongsi_aq,2018/2/1 2:00,35,98,49,0.9,22,17
11,11,dongsi_aq,2018/2/1 3:00,39,115,39,0.8,39,18
12,12,dongsi_aq,2018/2/1 4:00,40,120,36,0.9,44,17
13,13,dongsi_aq,2018/2/1 5:00,46,124,36,0.8,48,15
14,14,dongsi_aq,2018/2/1 6:00,38,121,23,0.5,65,11
15,15,dongsi_aq,2018/2/1 7:00,38,112,25,0.4,61,11
16,16,dongsi_aq,2018/2/1 8:00,33,128,,0.4,69,15
17,17,dongsi_aq,2018/2/1 9:00,29,123,28,,,12
18,18,dongsi_aq,2018/2/1 10:00,,6,26,,,8
19,19,dongsi_aq,2018/2/1 11:00,,,,,,
20,20,dongsi_aq,2018/2/1 12:00,11,54,24,0.6,70,6
21,21,dongsi_aq,2018/2/1 13:00,11,44,23,0.5,69,6
22,22,dongsi_aq,2018/2/1 14:00,8,49,16,0.5,76,5
23,23,dongsi_aq,2018/2/1 15:00,,,,,,
24,24,dongsi_aq,2018/2/1 16:00,,,,,,
25,25,dongsi_aq,2018/2/1 17:00,9,45,21,0.5,64,6
26,26,dongsi_aq,2018/2/1 18:00,,,,,,
27,27,dongsi_aq,2018/2/1 19:00,,,,,,
28,28,dongsi_aq,2018/2/1 20:00,,,,,,
29,29,dongsi_aq,2018/2/1 21:00,10,30,18,0.6,63,8
30,30,dongsi_aq,2018/2/1 22:00,6,42,20,0.6,62,6
31,31,dongsi_aq,2018/2/1 23:00,6,27,18,0.6,69,6
32,32,dongsi_aq,2018/2/2 0:00,,,,,,
33,33,dongsi_aq,2018/2/2 1:00,12,28,19,0.6,68,8
34,34,dongsi_aq,2018/2/2 2:00,7,27,17,0.6,70,9
35,35,dongsi_aq,2018/2/2 3:00,8,28,14,0.6,74,8
36,36,dongsi_aq,2018/2/2 4:00,8,34,11,0.6,79,8
37,37,dongsi_aq,2018/2/2 5:00,,,,,,
38,38,dongsi_aq,2018/2/2 6:00,,,,,,
39,39,dongsi_aq,2018/2/2 7:00,,,,,,
40,40,dongsi_aq,2018/2/2 8:00,,,,,,
41,41,dongsi_aq,2018/2/2 9:00,,,,,,
42,42,dongsi_aq,2018/2/2 10:00,,,,,,
43,43,dongsi_aq,2018/2/2 11:00,,,,,,
44,44,dongsi_aq,2018/2/2 12:00,14,34,23,0.6,66,7
45,45,dongsi_aq,2018/2/2 13:00,14,31,20,0.6,70,8
46,46,dongsi_aq,2018/2/2 14:00,10,22,21,0.6,67,7
47,47,dongsi_aq,2018/2/2 15:00,,,,,,
48,48,dongsi_aq,2018/2/2 16:00,10,27,31,0.7,55,11
49,49,dongsi_aq,2018/2/2 17:00,8,24,31,0.7,50,9
50,50,dongsi_aq,2018/2/2 18:00,,,,,,
51,51,dongsi_aq,2018/2/2 19:00,,,,,,
52,52,dongsi_aq,2018/2/2 20:00,,,,,,
53,53,dongsi_aq,2018/2/2 21:00,,,,,,
54,54,dongsi_aq,2018/2/2 22:00,,,,,,
55,55,dongsi_aq,2018/2/2 23:00,6,19,38,0.3,39,4
56,56,dongsi_aq,2018/2/3 0:00,7,25,42,0.3,36,4
57,57,dongsi_aq,2018/2/3 1:00,,,,,,
58,58,dongsi_aq,2018/2/3 2:00,,,,,,
59,59,dongsi_aq,2018/2/3 3:00,,,,,,
60,60,dongsi_aq,2018/2/3 4:00,,,,,,
61,61,dongsi_aq,2018/2/3 5:00,9,14,18,0.3,65,3
62,62,dongsi_aq,2018/2/3 6:00,,,,,,
63,63,dongsi_aq,2018/2/3 7:00,,,,,,
64,64,dongsi_aq,2018/2/3 8:00,,,,,,
65,65,dongsi_aq,2018/2/3 9:00,,,,,,
66,66,dongsi_aq,2018/2/3 10:00,,,,,,
67,67,dongsi_aq,2018/2/3 11:00,,,,,,
68,68,dongsi_aq,2018/2/3 12:00,7,19,22,0.2,66,2
69,69,dongsi_aq,2018/2/3 13:00,7,18,24,0.2,62,2
70,70,dongsi_aq,2018/2/3 14:00,6,16,23,0.2,62,2
71,71,dongsi_aq,2018/2/3 15:00,8,13,24,0.2,61,2
72,72,dongsi_aq,2018/2/3 16:00,,,,,,
73,73,dongsi_aq,2018/2/3 17:00,5,10,25,0.2,57,2
74,74,dongsi_aq,2018/2/3 18:00,,,,,,
75,75,dongsi_aq,2018/2/3 19:00,,,,,,
76,76,dongsi_aq,2018/2/3 20:00,,,,,,
77,77,dongsi_aq,2018/2/3 21:00,7,12,46,0.3,29,4
78,78,dongsi_aq,2018/2/3 22:00,,,,,,
79,79,dongsi_aq,2018/2/3 23:00,,,,,,
80,80,dongsi_aq,2018/2/4 0:00,,,,,,
81,81,dongsi_aq,2018/2/4 1:00,,,,,,
82,82,dongsi_aq,2018/2/4 2:00,20,36,36,0.4,41,6
83,83,dongsi_aq,2018/2/4 3:00,25,38,35,0.4,44,11
84,84,dongsi_aq,2018/2/4 4:00,31,46,32,0.5,52,16
85,85,dongsi_aq,2018/2/4 5:00,,,,,,
86,86,dongsi_aq,2018/2/4 6:00,,,,,,
87,87,dongsi_aq,2018/2/4 7:00,,,,,,
88,88,dongsi_aq,2018/2/4 8:00,,,,,,
89,89,dongsi_aq,2018/2/4 9:00,,,,,,
90,90,dongsi_aq,2018/2/4 10:00,29,54,38,0.3,50,5
91,91,dongsi_aq,2018/2/4 11:00,33,60,52,0.5,37,5
92,92,dongsi_aq,2018/2/4 12:00,,,,,,
93,93,dongsi_aq,2018/2/4 13:00,,,,,,
94,94,dongsi_aq,2018/2/4 14:00,,,,,,
95,95,dongsi_aq,2018/2/4 15:00,,,,,,
96,96,dongsi_aq,2018/2/4 16:00,6,28,21,0.2,64,2
97,97,dongsi_aq,2018/2/4 17:00,,,,,,
98,98,dongsi_aq,2018/2/4 18:00,,,,,,
99,99,dongsi_aq,2018/2/4 19:00,3,27,18,0.2,43,4
100,100,dongsi_aq,2018/2/4 20:00,,,,,,
101,101,dongsi_aq,2018/2/4 21:00,,,,,,
102,102,dongsi_aq,2018/2/4 22:00,,,,,,
103,103,dongsi_aq,2018/2/4 23:00,7,14,32,0.1,50,4
104,104,dongsi_aq,2018/2/5 0:00,,,,,,
105,105,dongsi_aq,2018/2/5 1:00,5,26,38,0.2,46,4
106,106,dongsi_aq,2018/2/5 2:00,,,,,,
107,107,dongsi_aq,2018/2/5 3:00,,,,,,
108,108,dongsi_aq,2018/2/5 4:00,12,39,17,0.2,72,5
109,109,dongsi_aq,2018/2/5 5:00,,,,,,
110,110,dongsi_aq,2018/2/5 6:00,6,23,16,0.2,75,4
111,111,dongsi_aq,2018/2/5 7:00,5,18,16,0.2,76,3
112,112,dongsi_aq,2018/2/5 8:00,,,,,,
113,113,dongsi_aq,2018/2/5 9:00,9,19,19,0.2,72,4
114,114,dongsi_aq,2018/2/5 10:00,6,25,25,0.2,65,4
115,115,dongsi_aq,2018/2/5 11:00,7,21,26,0.2,64,4
116,116,dongsi_aq,2018/2/5 12:00,8,20,33,0.2,54,3
117,117,dongsi_aq,2018/2/5 13:00,11,22,35,0.1,49,2
118,118,dongsi_aq,2018/2/5 14:00,10,19,39,0.2,42,3
119,119,dongsi_aq,2018/2/5 15:00,7,13,32,0.1,51,2
120,120,dongsi_aq,2018/2/5 16:00,7,9,30,0.1,51,3
121,121,dongsi_aq,2018/2/5 17:00,7,8,32,0.1,46,2
122,122,dongsi_aq,2018/2/5 18:00,4,7,23,0.1,55,2
123,123,dongsi_aq,2018/2/5 19:00,6,7,35,0.2,45,2
124,124,dongsi_aq,2018/2/5 20:00,8,11,47,0.3,29,3
125,125,dongsi_aq,2018/2/5 21:00,7,10,54,0.6,15,2
126,126,dongsi_aq,2018/2/5 22:00,11,18,66,0.4,3,3
127,127,dongsi_aq,2018/2/5 23:00,14,21,55,0.3,16,4
128,128,dongsi_aq,2018/2/6 0:00,13,28,53,0.3,18,4
129,129,dongsi_aq,2018/2/6 1:00,17,26,47,0.3,30,4
130,130,dongsi_aq,2018/2/6 2:00,21,27,37,0.4,44,7
131,131,dongsi_aq,2018/2/6 3:00,30,39,41,0.5,42,12
132,132,dongsi_aq,2018/2/6 4:00,58,66,45,0.7,43,20
133,133,dongsi_aq,2018/2/6 5:00,73,80,45,0.7,52,23
134,134,dongsi_aq,2018/2/6 6:00,83,85,50,0.8,52,22
135,135,dongsi_aq,2018/2/6 7:00,,,,,,
136,136,dongsi_aq,2018/2/6 8:00,72,84,44,0.8,62,20
137,137,dongsi_aq,2018/2/6 9:00,86,100,54,1,51,27
138,138,dongsi_aq,2018/2/6 10:00,87,113,69,1.2,32,28
139,139,dongsi_aq,2018/2/6 11:00,86,117,69,1.2,26,30
140,140,dongsi_aq,2018/2/6 12:00,75,108,74,1,18,24
141,141,dongsi_aq,2018/2/6 13:00,85,105,77,1,11,20
142,142,dongsi_aq,2018/2/6 14:00,77,102,85,1.1,3,21
143,143,dongsi_aq,2018/2/6 15:00,81,106,86,1.1,2,23
144,144,dongsi_aq,2018/2/6 16:00,105,120,89,1.4,2,25
145,145,dongsi_aq,2018/2/6 17:00,90,114,97,1.7,2,26
146,146,dongsi_aq,2018/2/6 18:00,101,117,92,2,2,28
147,147,dongsi_aq,2018/2/6 19:00,95,103,88,1.3,2,26
148,148,dongsi_aq,2018/2/6 20:00,88,112,81,1.2,2,24
149,149,dongsi_aq,2018/2/6 21:00,71,92,77,1.4,2,20
150,150,dongsi_aq,2018/2/6 22:00,68,83,77,1.5,2,19
151,151,dongsi_aq,2018/2/6 23:00,58,77,71,1.1,15,16
152,152,dongsi_aq,2018/2/7 0:00,19,35,43,0.4,52,5
153,153,dongsi_aq,2018/2/7 1:00,8,55,28,0.3,65,2
154,154,dongsi_aq,2018/2/7 2:00,6,128,16,0.1,78,2
155,155,dongsi_aq,2018/2/7 3:00,5,70,15,0.1,81,2
156,156,dongsi_aq,2018/2/7 4:00,8,142,17,0.2,79,4
157,157,dongsi_aq,2018/2/7 5:00,11,34,17,0.2,80,3
158,158,dongsi_aq,2018/2/7 6:00,11,35,16,0.2,81,3
159,159,dongsi_aq,2018/2/7 7:00,11,38,16,0.2,83,3
160,160,dongsi_aq,2018/2/7 8:00,10,38,16,0.2,84,2
161,161,dongsi_aq,2018/2/7 9:00,6,34,17,0.3,82,2
162,162,dongsi_aq,2018/2/7 10:00,9,32,22,0.3,78,2
163,163,dongsi_aq,2018/2/7 11:00,11,32,29,0.2,70,2
164,164,dongsi_aq,2018/2/7 12:00,10,22,24,0.2,78,2
165,165,dongsi_aq,2018/2/7 13:00,4,19,24,0.2,76,3
166,166,dongsi_aq,2018/2/7 14:00,6,16,26,0.2,70,2
167,167,dongsi_aq,2018/2/7 15:00,4,14,31,0.2,64,2
168,168,dongsi_aq,2018/2/7 16:00,5,17,41,0.2,50,2
169,169,dongsi_aq,2018/2/7 17:00,8,14,50,0.2,37,2
170,170,dongsi_aq,2018/2/7 18:00,12,15,51,0.2,36,2
171,171,dongsi_aq,2018/2/7 19:00,16,,60,0.6,18,2
172,172,dongsi_aq,2018/2/7 20:00,13,,57,0.4,18,2
173,173,dongsi_aq,2018/2/7 21:00,15,,58,0.2,19,2
174,174,dongsi_aq,2018/2/7 22:00,12,15,55,0.2,23,2
175,175,dongsi_aq,2018/2/7 23:00,15,16,53,0.3,22,2
176,176,dongsi_aq,2018/2/8 0:00,30,54,82,1.2,2,5
177,177,dongsi_aq,2018/2/8 1:00,81,98,70,1.7,4,9
178,178,dongsi_aq,2018/2/8 2:00,110,112,70,1.9,7,11
179,179,dongsi_aq,2018/2/8 3:00,118,,74,2,10,10
180,180,dongsi_aq,2018/2/8 4:00,88,92,68,1.4,23,14
181,181,dongsi_aq,2018/2/8 5:00,73,101,45,0.9,56,24
182,182,dongsi_aq,2018/2/8 6:00,56,112,36,0.6,65,16
183,183,dongsi_aq,2018/2/8 7:00,56,101,,0.6,67,13
184,184,dongsi_aq,2018/2/8 8:00,73,110,31,,,12
185,185,dongsi_aq,2018/2/8 9:00,48,112,34,0.5,52,
186,186,dongsi_aq,2018/2/8 10:00,54,115,42,0.8,49,19
187,187,dongsi_aq,2018/2/8 11:00,59,123,49,0.9,42,19
188,188,dongsi_aq,2018/2/8 12:00,61,127,61,0.9,28,17
189,189,dongsi_aq,2018/2/8 13:00,63,134,73,1,19,16
190,190,dongsi_aq,2018/2/8 14:00,61,139,86,1,8,15
191,191,dongsi_aq,2018/2/8 15:00,87,153,99,1.8,9,20
192,192,dongsi_aq,2018/2/8 16:00,107,143,102,2.3,7,34
193,193,dongsi_aq,2018/2/8 17:00,94,129,82,1.7,6,27
194,194,dongsi_aq,2018/2/8 18:00,89,126,80,1.7,4,23
195,195,dongsi_aq,2018/2/8 19:00,85,114,85,1.1,4,24
196,196,dongsi_aq,2018/2/8 20:00,93,100,87,1.3,2,22
197,197,dongsi_aq,2018/2/8 21:00,81,95,77,1.4,2,18
198,198,dongsi_aq,2018/2/8 22:00,76,92,76,1.3,2,17
199,199,dongsi_aq,2018/2/8 23:00,71,93,78,1.2,2,15
200,200,dongsi_aq,2018/2/9 0:00,73,113,78,1.2,2,17
201,201,dongsi_aq,2018/2/9 1:00,67,160,68,1.2,12,17
202,202,dongsi_aq,2018/2/9 2:00,42,295,27,0.5,54,6
203,203,dongsi_aq,2018/2/9 3:00,28,188,15,0.4,67,4
204,204,dongsi_aq,2018/2/9 4:00,15,128,5,0.3,80,2
205,205,dongsi_aq,2018/2/9 5:00,8,98,4,0.2,82,2
206,206,dongsi_aq,2018/2/9 6:00,16,119,3,0.3,81,2
207,207,dongsi_aq,2018/2/9 7:00,10,104,4,0.2,80,3
208,208,dongsi_aq,2018/2/9 8:00,26,210,4,0.2,80,2
209,209,dongsi_aq,2018/2/9 9:00,16,224,4,0.2,81,2
210,210,dongsi_aq,2018/2/9 10:00,12,162,5,0.2,80,2
211,211,dongsi_aq,2018/2/9 11:00,7,119,5,0.4,78,2
212,212,dongsi_aq,2018/2/9 12:00,10,88,6,0.3,73,2
213,213,dongsi_aq,2018/2/9 13:00,15,58,6,0.4,72,2
214,214,dongsi_aq,2018/2/9 14:00,11,47,10,0.3,67,2
215,215,dongsi_aq,2018/2/9 15:00,13,41,11,0.3,65,4
216,216,dongsi_aq,2018/2/9 16:00,12,33,11,0.4,64,4
217,217,dongsi_aq,2018/2/9 17:00,9,33,9,0.4,66,4
218,218,dongsi_aq,2018/2/9 18:00,11,24,15,0.5,57,3
219,219,dongsi_aq,2018/2/9 19:00,9,24,12,0.7,60,3
220,220,dongsi_aq,2018/2/9 20:00,14,28,21,0.6,44,3
221,221,dongsi_aq,2018/2/9 21:00,12,38,27,1,41,4
222,222,dongsi_aq,2018/2/9 22:00,11,26,20,0.8,51,4
223,223,dongsi_aq,2018/2/9 23:00,12,29,16,0.6,55,4
224,224,dongsi_aq,2018/2/10 0:00,14,33,29,0.7,36,9
225,225,dongsi_aq,2018/2/10 1:00,16,40,32,0.5,33,8
226,226,dongsi_aq,2018/2/10 2:00,15,36,7,0.5,66,3
227,227,dongsi_aq,2018/2/10 3:00,11,37,2,0.4,74,2
228,228,dongsi_aq,2018/2/10 4:00,7,48,2,0.4,79,2
229,229,dongsi_aq,2018/2/10 5:00,6,41,3,0.4,80,2
230,230,dongsi_aq,2018/2/10 6:00,13,56,2,0.4,83,2
231,231,dongsi_aq,2018/2/10 7:00,8,49,2,0.4,84,2
232,232,dongsi_aq,2018/2/10 8:00,3,39,2,0.4,85,2
233,233,dongsi_aq,2018/2/10 9:00,7,36,3,0.4,82,2
234,234,dongsi_aq,2018/2/10 10:00,7,50,6,0.5,80,2
235,235,dongsi_aq,2018/2/10 11:00,6,73,9,0.6,74,2
236,236,dongsi_aq,2018/2/10 12:00,13,66,16,0.8,63,2
237,237,dongsi_aq,2018/2/10 13:00,9,67,12,0.6,68,2
238,238,dongsi_aq,2018/2/10 14:00,8,84,8,0.6,72,2
239,239,dongsi_aq,2018/2/10 15:00,8,96,7,0.7,71,2
240,240,dongsi_aq,2018/2/10 16:00,7,84,4,0.6,72,2
241,241,dongsi_aq,2018/2/10 17:00,9,67,4,0.6,70,2
242,242,dongsi_aq,2018/2/10 18:00,8,56,3,0.6,54,2
243,243,dongsi_aq,2018/2/10 19:00,13,36,4,0.4,48,2
244,244,dongsi_aq,2018/2/10 20:00,12,32,4,0.3,67,2
245,245,dongsi_aq,2018/2/10 21:00,4,36,4,0.3,72,2
246,246,dongsi_aq,2018/2/10 22:00,6,75,4,0.3,71,2
247,247,dongsi_aq,2018/2/10 23:00,12,51,5,0.4,69,2
248,248,dongsi_aq,2018/2/11 0:00,12,66,7,0.4,68,2
249,249,dongsi_aq,2018/2/11 1:00,6,71,6,0.3,68,2
250,250,dongsi_aq,2018/2/11 2:00,9,97,4,0.3,71,2
251,251,dongsi_aq,2018/2/11 3:00,6,128,3,0.3,73,2
252,252,dongsi_aq,2018/2/11 4:00,7,81,3,0.3,74,2
253,253,dongsi_aq,2018/2/11 5:00,9,97,3,0.3,74,2
254,254,dongsi_aq,2018/2/11 6:00,7,100,2,0.3,77,2
255,255,dongsi_aq,2018/2/11 7:00,8,147,3,0.3,78,2
256,256,dongsi_aq,2018/2/11 8:00,3,116,3,0.3,78,2
257,257,dongsi_aq,2018/2/11 9:00,10,106,4,0.3,78,2
258,258,dongsi_aq,2018/2/11 10:00,5,103,7,0.4,75,2
259,259,dongsi_aq,2018/2/11 11:00,9,112,10,0.4,69,2
260,260,dongsi_aq,2018/2/11 12:00,11,135,9,0.5,67,2
261,261,dongsi_aq,2018/2/11 13:00,13,177,7,0.4,67,2
262,262,dongsi_aq,2018/2/11 14:00,16,193,8,0.5,64,2
263,263,dongsi_aq,2018/2/11 15:00,11,170,5,0.4,67,2
264,264,dongsi_aq,2018/2/11 16:00,10,144,5,0.4,65,2
265,265,dongsi_aq,2018/2/11 17:00,10,123,7,0.5,62,2
266,266,dongsi_aq,2018/2/11 18:00,12,104,7,0.4,64,2
267,267,dongsi_aq,2018/2/11 19:00,4,81,5,0.4,68,2
268,268,dongsi_aq,2018/2/11 20:00,8,74,4,0.4,70,2
269,269,dongsi_aq,2018/2/11 21:00,8,77,4,0.4,70,2
270,270,dongsi_aq,2018/2/11 22:00,7,84,5,0.4,69,2
271,271,dongsi_aq,2018/2/11 23:00,11,77,8,0.4,66,2
272,272,dongsi_aq,2018/2/12 0:00,9,64,13,0.5,60,2
273,273,dongsi_aq,2018/2/12 1:00,5,47,10,0.5,68,2
274,274,dongsi_aq,2018/2/12 2:00,3,36,5,0.4,74,2
275,275,dongsi_aq,2018/2/12 3:00,7,33,4,0.3,76,2
276,276,dongsi_aq,2018/2/12 4:00,6,25,4,0.3,77,2
277,277,dongsi_aq,2018/2/12 5:00,6,54,4,0.3,79,2
278,278,dongsi_aq,2018/2/12 6:00,4,26,4,0.2,82,2
279,279,dongsi_aq,2018/2/12 7:00,8,21,5,0.2,82,2
280,280,dongsi_aq,2018/2/12 8:00,10,34,8,0.1,80,3
281,281,dongsi_aq,2018/2/12 9:00,14,40,14,0.2,73,2
282,282,dongsi_aq,2018/2/12 10:00,12,46,19,0.2,67,2
283,283,dongsi_aq,2018/2/12 11:00,15,45,24,0.2,61,2
284,284,dongsi_aq,2018/2/12 12:00,17,45,33,0.2,48,3
285,285,dongsi_aq,2018/2/12 13:00,22,52,26,0.3,52,4
286,286,dongsi_aq,2018/2/12 14:00,29,61,42,0.4,31,6
287,287,dongsi_aq,2018/2/12 15:00,39,69,39,0.5,30,8
288,288,dongsi_aq,2018/2/12 16:00,47,71,48,0.6,19,13
289,289,dongsi_aq,2018/2/12 17:00,54,85,47,0.7,14,12
290,290,dongsi_aq,2018/2/12 18:00,48,90,64,0.9,2,8
291,291,dongsi_aq,2018/2/12 19:00,40,63,78,1,2,10
292,292,dongsi_aq,2018/2/12 20:00,41,61,76,1,2,11
293,293,dongsi_aq,2018/2/12 21:00,36,53,63,1,2,6
294,294,dongsi_aq,2018/2/12 22:00,27,47,64,1,2,6
295,295,dongsi_aq,2018/2/12 23:00,20,38,47,0.8,14,4
296,296,dongsi_aq,2018/2/13 0:00,13,47,55,0.8,9,7
297,297,dongsi_aq,2018/2/13 1:00,22,48,55,1,11,6
298,298,dongsi_aq,2018/2/13 2:00,52,74,54,1.2,17,14
299,299,dongsi_aq,2018/2/13 3:00,70,84,56,1.3,24,17
300,300,dongsi_aq,2018/2/13 4:00,80,90,63,1.4,26,15
301,301,dongsi_aq,2018/2/13 5:00,86,94,66,1.4,31,16
302,302,dongsi_aq,2018/2/13 6:00,85,94,65,1.3,39,16
303,303,dongsi_aq,2018/2/13 7:00,86,96,51,1.1,57,17
304,304,dongsi_aq,2018/2/13 8:00,89,93,46,1,64,18
305,305,dongsi_aq,2018/2/13 9:00,81,94,48,0.9,61,16
306,306,dongsi_aq,2018/2/13 10:00,79,97,58,0.9,52,16
307,307,dongsi_aq,2018/2/13 11:00,88,110,87,1.2,18,21
308,308,dongsi_aq,2018/2/13 12:00,109,129,110,1.9,3,22
309,309,dongsi_aq,2018/2/13 13:00,124,149,117,2.2,2,19
310,310,dongsi_aq,2018/2/13 14:00,123,143,112,2.2,2,31
311,311,dongsi_aq,2018/2/13 15:00,100,129,88,1.8,11,25
312,312,dongsi_aq,2018/2/13 16:00,18,61,30,0.3,52,3
313,313,dongsi_aq,2018/2/13 17:00,32,65,35,0.5,48,6
314,314,dongsi_aq,2018/2/13 18:00,,,,,,
315,315,dongsi_aq,2018/2/13 19:00,15,44,18,0.3,66,2
316,316,dongsi_aq,2018/2/13 20:00,13,49,11,0.2,68,2
317,317,dongsi_aq,2018/2/13 21:00,9,74,5,0.1,79,2
318,318,dongsi_aq,2018/2/13 22:00,3,82,5,0.1,85,2
319,319,dongsi_aq,2018/2/13 23:00,4,36,9,0.2,80,2
320,320,dongsi_aq,2018/2/14 0:00,8,25,16,0.2,71,2
321,321,dongsi_aq,2018/2/14 1:00,3,24,14,0.2,75,2
322,322,dongsi_aq,2018/2/14 2:00,3,21,11,0.2,79,2
323,323,dongsi_aq,2018/2/14 3:00,7,19,11,0.2,77,2
324,324,dongsi_aq,2018/2/14 4:00,9,20,13,0.3,74,2
325,325,dongsi_aq,2018/2/14 5:00,11,22,15,0.3,72,3
326,326,dongsi_aq,2018/2/14 6:00,10,20,22,0.3,64,2
327,327,dongsi_aq,2018/2/14 7:00,13,24,20,0.2,64,
328,328,dongsi_aq,2018/2/14 8:00,8,21,,,,2
329,329,dongsi_aq,2018/2/14 9:00,13,48,22,,,3
330,330,dongsi_aq,2018/2/14 10:00,8,17,30,0.2,64,6
331,331,dongsi_aq,2018/2/14 11:00,14,32,40,0.3,55,7
332,332,dongsi_aq,2018/2/14 12:00,16,30,36,0.3,58,7
