station_id,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
fengtaihuayuan_aq,2018/2/6 6:00,,,,,,
fengtaihuayuan_aq,2018/2/6 7:00,,,,,,
fengtaihuayuan_aq,2018/2/6 8:00,83,104,42,1.1,66,21
fengtaihuayuan_aq,2018/2/6 9:00,,,,,,
fengtaihuayuan_aq,2018/2/6 10:00,103,129,76,1.6,26,28
fengtaihuayuan_aq,2018/2/6 11:00,102,130,67,1.4,27,28
fengtaihuayuan_aq,2018/2/6 12:00,104,129,61,1.3,28,25
fengtaihuayuan_aq,2018/2/6 13:00,104,130,72,1.3,13,21
fengtaihuayuan_aq,2018/2/6 14:00,97,134,66,1.3,18,23
fengtaihuayuan_aq,2018/2/6 15:00,120,139,79,1.5,4,25
fengtaihuayuan_aq,2018/2/6 16:00,118,145,82,1.6,2,23
fengtaihuayuan_aq,2018/2/6 17:00,100,140,90,1.6,2,21
fengtaihuayuan_aq,2018/2/6 18:00,92,103,88,1.6,2,21
fengtaihuayuan_aq,2018/2/6 19:00,88,103,84,1.5,2,20
fengtaihuayuan_aq,2018/2/6 20:00,79,109,87,1.7,2,21
fengtaihuayuan_aq,2018/2/6 21:00,81,118,83,1.8,2,21
fengtaihuayuan_aq,2018/2/6 22:00,76,114,81,1.7,2,15
fengtaihuayuan_aq,2018/2/6 23:00,66,90,83,1.5,2,14
fengtaihuayuan_aq,2018/2/7 0:00,36,58,68,0.9,18,7
fengtaihuayuan_aq,2018/2/7 1:00,11,45,24,0.4,70,4
fengtaihuayuan_aq,2018/2/7 2:00,12,58,20,0.4,70,3
fengtaihuayuan_aq,2018/2/7 3:00,9,60,18,0.3,73,4
fengtaihuayuan_aq,2018/2/7 4:00,6,71,15,0.3,78,4
fengtaihuayuan_aq,2018/2/7 5:00,14,78,12,0.3,83,4
fengtaihuayuan_aq,2018/2/7 6:00,9,53,12,0.2,83,5
fengtaihuayuan_aq,2018/2/7 7:00,8,39,13,0.2,84,4
fengtaihuayuan_aq,2018/2/7 8:00,11,44,14,0.2,84,3
fengtaihuayuan_aq,2018/2/7 9:00,10,30,19,0.2,78,3
fengtaihuayuan_aq,2018/2/7 10:00,14,38,28,0.3,67,3
fengtaihuayuan_aq,2018/2/7 11:00,19,37,31,0.3,63,3
fengtaihuayuan_aq,2018/2/7 12:00,14,32,31,0.3,60,3
fengtaihuayuan_aq,2018/2/7 13:00,13,28,31,0.3,58,3
fengtaihuayuan_aq,2018/2/7 14:00,12,24,27,0.3,59,3
fengtaihuayuan_aq,2018/2/7 15:00,12,18,31,0.4,53,3
fengtaihuayuan_aq,2018/2/7 16:00,12,15,30,0.4,55,3
fengtaihuayuan_aq,2018/2/7 17:00,3,13,28,0.4,54,4
fengtaihuayuan_aq,2018/2/7 18:00,10,18,44,0.4,37,4
fengtaihuayuan_aq,2018/2/7 19:00,13,21,73,0.6,9,5
fengtaihuayuan_aq,2018/2/7 20:00,24,32,85,0.7,2,5
fengtaihuayuan_aq,2018/2/7 21:00,20,31,85,0.7,2,5
fengtaihuayuan_aq,2018/2/7 22:00,27,35,86,0.8,2,6
fengtaihuayuan_aq,2018/2/7 23:00,25,40,87,0.9,3,6
fengtaihuayuan_aq,2018/2/8 0:00,37,80,101,1.6,2,7
fengtaihuayuan_aq,2018/2/8 1:00,28,85,89,1.6,5,8
fengtaihuayuan_aq,2018/2/8 2:00,33,68,84,1.4,11,10
fengtaihuayuan_aq,2018/2/8 3:00,75,91,79,1.4,20,21
fengtaihuayuan_aq,2018/2/8 4:00,84,103,46,1.2,50,24
fengtaihuayuan_aq,2018/2/8 5:00,86,138,46,1.2,54,24
fengtaihuayuan_aq,2018/2/8 6:00,61,142,35,0.9,66,17
fengtaihuayuan_aq,2018/2/8 7:00,37,128,32,0.8,69,14
fengtaihuayuan_aq,2018/2/8 8:00,57,133,33,0.8,69,16
fengtaihuayuan_aq,2018/2/8 9:00,65,132,40,0.8,60,16
fengtaihuayuan_aq,2018/2/8 10:00,68,135,52,0.9,45,15
fengtaihuayuan_aq,2018/2/8 11:00,65,147,60,0.8,37,13
fengtaihuayuan_aq,2018/2/8 12:00,73,151,59,0.9,37,15
fengtaihuayuan_aq,2018/2/8 13:00,78,159,63,1.2,30,17
fengtaihuayuan_aq,2018/2/8 14:00,77,161,85,1.2,12,17
fengtaihuayuan_aq,2018/2/8 15:00,91,171,98,1.7,2,17
fengtaihuayuan_aq,2018/2/8 16:00,105,146,98,1.8,2,22
fengtaihuayuan_aq,2018/2/8 17:00,91,125,93,1.6,2,19
fengtaihuayuan_aq,2018/2/8 18:00,92,126,92,1.8,2,20
fengtaihuayuan_aq,2018/2/8 19:00,90,126,86,1.7,2,21
fengtaihuayuan_aq,2018/2/8 20:00,88,109,81,1.5,2,17
fengtaihuayuan_aq,2018/2/8 21:00,85,100,73,1.3,2,16
fengtaihuayuan_aq,2018/2/8 22:00,79,102,78,1.3,2,15
fengtaihuayuan_aq,2018/2/8 23:00,76,99,82,1.4,2,15
fengtaihuayuan_aq,2018/2/9 0:00,79,122,79,1.3,4,14
fengtaihuayuan_aq,2018/2/9 1:00,69,267,47,0.8,41,7
fengtaihuayuan_aq,2018/2/9 2:00,66,345,25,0.5,65,3
fengtaihuayuan_aq,2018/2/9 3:00,53,280,25,0.5,63,4
fengtaihuayuan_aq,2018/2/9 4:00,35,218,20,0.4,70,3
fengtaihuayuan_aq,2018/2/9 5:00,27,150,14,0.3,79,2
fengtaihuayuan_aq,2018/2/9 6:00,16,104,12,0.2,83,2
fengtaihuayuan_aq,2018/2/9 7:00,18,87,12,0.2,83,2
fengtaihuayuan_aq,2018/2/9 8:00,20,107,14,0.2,82,2
fengtaihuayuan_aq,2018/2/9 9:00,24,221,16,0.2,80,2
fengtaihuayuan_aq,2018/2/9 10:00,22,250,17,0.2,77,2
fengtaihuayuan_aq,2018/2/9 11:00,27,349,13,0.2,77,2
fengtaihuayuan_aq,2018/2/9 12:00,24,192,13,0.2,76,2
fengtaihuayuan_aq,2018/2/9 13:00,13,62,13,0.2,72,2
fengtaihuayuan_aq,2018/2/9 14:00,16,51,12,0.3,69,3
fengtaihuayuan_aq,2018/2/9 15:00,15,35,11,0.3,67,4
fengtaihuayuan_aq,2018/2/9 16:00,15,27,13,0.3,64,4
fengtaihuayuan_aq,2018/2/9 17:00,13,34,18,0.4,56,4
fengtaihuayuan_aq,2018/2/9 18:00,3,29,19,0.4,54,4
fengtaihuayuan_aq,2018/2/9 19:00,16,30,22,0.4,49,4
fengtaihuayuan_aq,2018/2/9 20:00,21,22,24,0.4,46,4
fengtaihuayuan_aq,2018/2/9 21:00,18,21,26,0.4,45,4
fengtaihuayuan_aq,2018/2/9 22:00,22,22,17,0.4,54,3
fengtaihuayuan_aq,2018/2/9 23:00,11,35,48,0.6,19,5
fengtaihuayuan_aq,2018/2/10 0:00,46,,53,0.7,15,5
fengtaihuayuan_aq,2018/2/10 1:00,20,46,45,0.7,27,6
fengtaihuayuan_aq,2018/2/10 2:00,33,46,24,0.6,48,5
fengtaihuayuan_aq,2018/2/10 3:00,11,40,13,0.4,60,3
fengtaihuayuan_aq,2018/2/10 4:00,11,47,10,0.3,68,2
fengtaihuayuan_aq,2018/2/10 5:00,13,45,10,0.3,72,2
fengtaihuayuan_aq,2018/2/10 6:00,11,64,9,0.3,74,2
fengtaihuayuan_aq,2018/2/10 7:00,11,45,10,0.2,77,2
fengtaihuayuan_aq,2018/2/10 8:00,12,42,10,0.2,79,2
fengtaihuayuan_aq,2018/2/10 9:00,9,33,14,0.2,73,2
fengtaihuayuan_aq,2018/2/10 10:00,3,39,18,0.3,69,2
fengtaihuayuan_aq,2018/2/10 11:00,13,55,25,0.3,60,2
fengtaihuayuan_aq,2018/2/10 12:00,8,53,32,0.3,49,2
fengtaihuayuan_aq,2018/2/10 13:00,9,48,35,0.3,46,2
fengtaihuayuan_aq,2018/2/10 14:00,13,54,33,0.4,46,2
fengtaihuayuan_aq,2018/2/10 15:00,11,70,22,0.3,55,2
fengtaihuayuan_aq,2018/2/10 16:00,11,85,15,0.3,59,2
fengtaihuayuan_aq,2018/2/10 17:00,13,79,10,0.3,61,2
fengtaihuayuan_aq,2018/2/10 18:00,10,73,11,0.3,59,2
fengtaihuayuan_aq,2018/2/10 19:00,13,59,9,0.3,61,2
fengtaihuayuan_aq,2018/2/10 20:00,15,52,16,0.3,54,2
fengtaihuayuan_aq,2018/2/10 21:00,14,44,10,0.2,61,2
fengtaihuayuan_aq,2018/2/10 22:00,11,50,9,0.2,63,2
fengtaihuayuan_aq,2018/2/10 23:00,23,58,17,0.3,55,2
fengtaihuayuan_aq,2018/2/11 0:00,4,53,23,0.3,51,2
fengtaihuayuan_aq,2018/2/11 1:00,11,56,15,0.3,57,2
fengtaihuayuan_aq,2018/2/11 2:00,7,60,13,0.3,60,2
fengtaihuayuan_aq,2018/2/11 3:00,15,68,10,0.3,66,2
fengtaihuayuan_aq,2018/2/11 4:00,16,134,8,0.3,69,2
fengtaihuayuan_aq,2018/2/11 5:00,10,143,8,0.3,70,2
fengtaihuayuan_aq,2018/2/11 6:00,9,89,9,0.2,72,2
fengtaihuayuan_aq,2018/2/11 7:00,,83,9,0.2,73,2
fengtaihuayuan_aq,2018/2/11 8:00,5,74,9,0.2,73,2
fengtaihuayuan_aq,2018/2/11 9:00,10,72,12,0.2,70,2
fengtaihuayuan_aq,2018/2/11 10:00,5,77,19,0.3,63,2
fengtaihuayuan_aq,2018/2/11 11:00,8,85,25,0.3,55,2
fengtaihuayuan_aq,2018/2/11 12:00,8,88,25,0.3,53,2
fengtaihuayuan_aq,2018/2/11 13:00,12,97,30,0.4,46,2
fengtaihuayuan_aq,2018/2/11 14:00,14,122,23,0.3,51,2
fengtaihuayuan_aq,2018/2/11 15:00,7,140,14,0.3,58,2
fengtaihuayuan_aq,2018/2/11 16:00,5,132,22,0.3,49,2
fengtaihuayuan_aq,2018/2/11 17:00,8,124,16,0.3,54,2
fengtaihuayuan_aq,2018/2/11 18:00,9,106,18,0.3,53,2
fengtaihuayuan_aq,2018/2/11 19:00,5,90,20,0.3,52,2
fengtaihuayuan_aq,2018/2/11 20:00,3,90,14,0.3,59,2
fengtaihuayuan_aq,2018/2/11 21:00,8,81,13,0.3,60,2
fengtaihuayuan_aq,2018/2/11 22:00,15,72,21,0.3,51,2
fengtaihuayuan_aq,2018/2/11 23:00,4,73,32,0.3,43,2
fengtaihuayuan_aq,2018/2/12 0:00,10,70,34,0.4,41,2
fengtaihuayuan_aq,2018/2/12 1:00,6,58,22,0.3,56,2
fengtaihuayuan_aq,2018/2/12 2:00,8,42,16,0.3,65,2
fengtaihuayuan_aq,2018/2/12 3:00,8,41,11,0.3,70,2
fengtaihuayuan_aq,2018/2/12 4:00,,,,,,
fengtaihuayuan_aq,2018/2/12 5:00,3,31,8,0.2,76,2
fengtaihuayuan_aq,2018/2/12 6:00,4,26,9,0.2,77,2
fengtaihuayuan_aq,2018/2/12 7:00,15,54,12,0.3,77,2
fengtaihuayuan_aq,2018/2/12 8:00,15,50,12,0.2,76,2
fengtaihuayuan_aq,2018/2/12 9:00,15,49,14,0.2,74,2
fengtaihuayuan_aq,2018/2/12 10:00,10,46,26,0.2,60,3
fengtaihuayuan_aq,2018/2/12 11:00,12,49,42,0.3,40,2
fengtaihuayuan_aq,2018/2/12 12:00,15,49,34,0.3,47,3
fengtaihuayuan_aq,2018/2/12 13:00,32,62,37,0.4,40,5
fengtaihuayuan_aq,2018/2/12 14:00,41,75,59,0.6,15,6
fengtaihuayuan_aq,2018/2/12 15:00,52,82,71,0.7,7,9
fengtaihuayuan_aq,2018/2/12 16:00,58,87,75,0.8,5,11
fengtaihuayuan_aq,2018/2/12 17:00,65,89,74,1,4,11
fengtaihuayuan_aq,2018/2/12 18:00,78,90,68,1,5,15
fengtaihuayuan_aq,2018/2/12 19:00,59,91,70,1.3,4,11
fengtaihuayuan_aq,2018/2/12 20:00,47,80,72,1.4,4,9
fengtaihuayuan_aq,2018/2/12 21:00,38,59,76,1.3,4,10
fengtaihuayuan_aq,2018/2/12 22:00,35,50,66,1,9,9
fengtaihuayuan_aq,2018/2/12 23:00,30,50,64,0.9,8,8
fengtaihuayuan_aq,2018/2/13 0:00,28,54,71,0.9,6,8
fengtaihuayuan_aq,2018/2/13 1:00,25,48,57,0.8,20,9
fengtaihuayuan_aq,2018/2/13 2:00,33,59,54,0.9,27,23
fengtaihuayuan_aq,2018/2/13 3:00,54,84,55,1.2,30,43
fengtaihuayuan_aq,2018/2/13 4:00,68,100,60,1.3,33,16
fengtaihuayuan_aq,2018/2/13 5:00,67,94,59,1.1,39,16
fengtaihuayuan_aq,2018/2/13 6:00,74,90,57,1.1,46,17
fengtaihuayuan_aq,2018/2/13 7:00,80,99,57,1,51,17
fengtaihuayuan_aq,2018/2/13 8:00,89,100,51,1,59,17
fengtaihuayuan_aq,2018/2/13 9:00,82,92,53,0.9,57,16
fengtaihuayuan_aq,2018/2/13 10:00,77,101,84,1,26,15
fengtaihuayuan_aq,2018/2/13 11:00,87,123,110,1.4,5,16
fengtaihuayuan_aq,2018/2/13 12:00,92,128,111,1.6,5,15
fengtaihuayuan_aq,2018/2/13 13:00,92,135,112,1.9,5,17
fengtaihuayuan_aq,2018/2/13 14:00,92,132,112,1.9,5,23
fengtaihuayuan_aq,2018/2/13 15:00,65,108,74,1.2,17,12
fengtaihuayuan_aq,2018/2/13 16:00,20,73,33,0.5,46,4
fengtaihuayuan_aq,2018/2/13 17:00,14,55,37,0.4,42,3
fengtaihuayuan_aq,2018/2/13 18:00,20,51,44,0.4,34,3
fengtaihuayuan_aq,2018/2/13 19:00,12,51,24,0.2,53,2
fengtaihuayuan_aq,2018/2/13 20:00,6,47,14,0.2,64,2
fengtaihuayuan_aq,2018/2/13 21:00,7,50,11,0.2,63,2
fengtaihuayuan_aq,2018/2/13 22:00,9,60,12,0.2,66,2
fengtaihuayuan_aq,2018/2/13 23:00,6,30,18,0.2,64,2
fengtaihuayuan_aq,2018/2/14 0:00,9,30,24,0.3,58,2
fengtaihuayuan_aq,2018/2/14 1:00,,,,,,
fengtaihuayuan_aq,2018/2/14 2:00,3,19,25,0.3,57,2
fengtaihuayuan_aq,2018/2/14 3:00,4,25,25,0.3,58,3
fengtaihuayuan_aq,2018/2/14 4:00,10,27,21,0.4,60,3
fengtaihuayuan_aq,2018/2/14 5:00,4,23,18,0.3,64,3
fengtaihuayuan_aq,2018/2/14 6:00,9,21,19,0.3,65,3
fengtaihuayuan_aq,2018/2/14 7:00,9,19,18,0.2,67,3
fengtaihuayuan_aq,2018/2/14 8:00,11,20,14,0.2,73,3
fengtaihuayuan_aq,2018/2/14 9:00,9,21,14,0.2,74,2
fengtaihuayuan_aq,2018/2/14 10:00,12,26,19,0.2,67,2
fengtaihuayuan_aq,2018/2/14 11:00,9,31,27,0.3,56,3
fengtaihuayuan_aq,2018/2/14 12:00,16,29,27,0.3,56,4
fengtaihuayuan_aq,2018/2/14 13:00,14,35,30,0.3,51,4
fengtaihuayuan_aq,2018/2/14 14:00,10,21,26,0.3,57,2
fengtaihuayuan_aq,2018/2/14 15:00,11,19,22,0.3,60,2
fengtaihuayuan_aq,2018/2/14 16:00,11,20,18,0.3,61,3
fengtaihuayuan_aq,2018/2/14 17:00,8,15,17,0.3,62,
fengtaihuayuan_aq,2018/2/14 18:00,11,13,16,,61,
fengtaihuayuan_aq,2018/2/14 19:00,11,18,14,,,2
fengtaihuayuan_aq,2018/2/14 20:00,7,16,,0.3,,2
fengtaihuayuan_aq,2018/2/14 21:00,34,,,0.3,60,2
fengtaihuayuan_aq,2018/2/14 22:00,10,20,18,0.3,53,6
fengtaihuayuan_aq,2018/2/14 23:00,8,16,31,0.3,41,10
fengtaihuayuan_aq,2018/2/15 0:00,9,19,48,0.4,28,2
fengtaihuayuan_aq,2018/2/15 1:00,9,22,38,0.4,38,2
fengtaihuayuan_aq,2018/2/15 2:00,7,20,28,0.4,50,13
fengtaihuayuan_aq,2018/2/15 3:00,14,22,25,0.4,53,3
fengtaihuayuan_aq,2018/2/15 4:00,14,18,21,0.4,59,3
fengtaihuayuan_aq,2018/2/15 5:00,22,,15,0.4,68,3
fengtaihuayuan_aq,2018/2/15 6:00,32,44,14,0.4,76,6
fengtaihuayuan_aq,2018/2/15 7:00,59,69,15,0.5,88,10
fengtaihuayuan_aq,2018/2/15 8:00,57,71,16,0.5,86,9
fengtaihuayuan_aq,2018/2/15 9:00,53,70,19,0.5,83,8
fengtaihuayuan_aq,2018/2/15 10:00,60,81,30,0.6,73,10
fengtaihuayuan_aq,2018/2/15 11:00,73,103,36,0.7,67,12
fengtaihuayuan_aq,2018/2/15 12:00,96,117,28,0.8,74,17
fengtaihuayuan_aq,2018/2/15 13:00,188,195,38,1.3,66,36
fengtaihuayuan_aq,2018/2/15 14:00,372,411,63,1.5,44,62
fengtaihuayuan_aq,2018/2/15 15:00,423,491,55,1.6,45,66
fengtaihuayuan_aq,2018/2/15 16:00,419,484,84,1.7,17,57
fengtaihuayuan_aq,2018/2/15 17:00,403,470,89,1.8,11,50
fengtaihuayuan_aq,2018/2/15 18:00,202,275,68,1.3,20,27
fengtaihuayuan_aq,2018/2/15 19:00,138,163,42,1.1,41,26
fengtaihuayuan_aq,2018/2/15 20:00,146,154,35,0.9,49,24
fengtaihuayuan_aq,2018/2/15 21:00,152,153,32,0.9,48,26
fengtaihuayuan_aq,2018/2/15 22:00,119,148,35,0.9,40,28
fengtaihuayuan_aq,2018/2/15 23:00,60,95,31,0.7,42,14
fengtaihuayuan_aq,2018/2/16 0:00,65,82,45,0.9,29,21
fengtaihuayuan_aq,2018/2/16 1:00,44,73,27,0.7,48,12
fengtaihuayuan_aq,2018/2/16 2:00,17,34,14,0.4,67,5
fengtaihuayuan_aq,2018/2/16 3:00,17,34,13,0.4,68,5
fengtaihuayuan_aq,2018/2/16 4:00,12,20,8,0.3,77,3
fengtaihuayuan_aq,2018/2/16 5:00,10,21,8,0.2,81,3
fengtaihuayuan_aq,2018/2/16 6:00,15,15,9,0.1,82,2
fengtaihuayuan_aq,2018/2/16 7:00,9,22,9,0.1,87,2
fengtaihuayuan_aq,2018/2/16 8:00,18,22,11,0.1,86,2
fengtaihuayuan_aq,2018/2/16 9:00,9,20,12,0.1,85,2
fengtaihuayuan_aq,2018/2/16 10:00,17,35,16,0.2,79,2
fengtaihuayuan_aq,2018/2/16 11:00,19,48,36,0.3,57,3
fengtaihuayuan_aq,2018/2/16 12:00,20,38,46,0.3,42,3
fengtaihuayuan_aq,2018/2/16 13:00,22,41,39,0.4,45,4
fengtaihuayuan_aq,2018/2/16 14:00,34,48,69,0.4,17,6
fengtaihuayuan_aq,2018/2/16 15:00,52,66,70,0.5,16,8
fengtaihuayuan_aq,2018/2/16 16:00,57,79,40,0.5,43,9
fengtaihuayuan_aq,2018/2/16 17:00,77,97,31,0.8,50,
fengtaihuayuan_aq,2018/2/16 18:00,81,102,43,,35,
fengtaihuayuan_aq,2018/2/16 19:00,90,126,50,,,9
fengtaihuayuan_aq,2018/2/16 20:00,88,120,,1.2,,3
fengtaihuayuan_aq,2018/2/16 21:00,76,104,,1.1,30,2
fengtaihuayuan_aq,2018/2/16 22:00,46,94,37,1.2,23,4
fengtaihuayuan_aq,2018/2/16 23:00,80,88,50,1.3,11,3
fengtaihuayuan_aq,2018/2/17 0:00,81,95,50,1.4,12,4
fengtaihuayuan_aq,2018/2/17 1:00,95,116,46,1.8,14,21
fengtaihuayuan_aq,2018/2/17 2:00,102,117,39,1.6,23,29
fengtaihuayuan_aq,2018/2/17 3:00,97,119,35,1.8,31,31
fengtaihuayuan_aq,2018/2/17 4:00,104,115,38,1.8,33,34
fengtaihuayuan_aq,2018/2/17 5:00,96,109,41,1.6,34,44
fengtaihuayuan_aq,2018/2/17 6:00,91,92,41,1.5,41,52
fengtaihuayuan_aq,2018/2/17 7:00,106,,43,1.6,43,45
fengtaihuayuan_aq,2018/2/17 8:00,95,97,41,1.7,48,28
fengtaihuayuan_aq,2018/2/17 9:00,86,95,40,1.7,50,21
fengtaihuayuan_aq,2018/2/17 10:00,89,101,49,1.6,36,19
fengtaihuayuan_aq,2018/2/17 11:00,95,105,58,1.6,24,16
fengtaihuayuan_aq,2018/2/17 12:00,97,104,59,1.6,22,16
fengtaihuayuan_aq,2018/2/17 13:00,100,109,50,1.6,28,16
fengtaihuayuan_aq,2018/2/17 14:00,98,108,50,1.6,27,15
fengtaihuayuan_aq,2018/2/17 15:00,99,106,52,1.7,25,14
fengtaihuayuan_aq,2018/2/17 16:00,102,108,60,1.7,16,13
fengtaihuayuan_aq,2018/2/17 17:00,107,107,67,1.8,7,11
fengtaihuayuan_aq,2018/2/17 18:00,108,,61,1.8,11,10
fengtaihuayuan_aq,2018/2/17 19:00,108,,45,1.8,25,13
fengtaihuayuan_aq,2018/2/17 20:00,113,,51,1.8,17,12
fengtaihuayuan_aq,2018/2/17 21:00,111,,67,1.9,4,11
fengtaihuayuan_aq,2018/2/17 22:00,110,110,70,2.1,3,9
fengtaihuayuan_aq,2018/2/17 23:00,98,117,70,2.2,3,8
fengtaihuayuan_aq,2018/2/18 0:00,107,123,66,2.1,4,8
fengtaihuayuan_aq,2018/2/18 1:00,128,132,59,2,9,11
fengtaihuayuan_aq,2018/2/18 2:00,130,136,61,2.2,18,32
fengtaihuayuan_aq,2018/2/18 3:00,133,138,61,2.2,28,60
fengtaihuayuan_aq,2018/2/18 4:00,138,,54,2.1,43,57
fengtaihuayuan_aq,2018/2/18 5:00,133,,52,2,55,50
fengtaihuayuan_aq,2018/2/18 6:00,,,,,,
fengtaihuayuan_aq,2018/2/18 7:00,140,,50,1.9,69,29
fengtaihuayuan_aq,2018/2/18 8:00,125,,38,1.7,84,24
fengtaihuayuan_aq,2018/2/18 9:00,124,,34,1.6,92,24
fengtaihuayuan_aq,2018/2/18 10:00,120,,49,1.7,74,23
fengtaihuayuan_aq,2018/2/18 11:00,129,134,81,1.8,41,21
fengtaihuayuan_aq,2018/2/18 12:00,140,,58,1.8,60,21
fengtaihuayuan_aq,2018/2/18 13:00,156,,49,1.9,70,23
fengtaihuayuan_aq,2018/2/18 14:00,176,,83,2,44,22
fengtaihuayuan_aq,2018/2/18 15:00,171,172,90,2.1,34,21
fengtaihuayuan_aq,2018/2/18 16:00,151,155,67,2.4,42,21
fengtaihuayuan_aq,2018/2/18 17:00,142,154,50,1.9,28,
fengtaihuayuan_aq,2018/2/18 18:00,126,,47,,22,
fengtaihuayuan_aq,2018/2/18 19:00,111,,37,,,7
fengtaihuayuan_aq,2018/2/18 20:00,101,,,1.1,,7
fengtaihuayuan_aq,2018/2/18 21:00,86,,,0.9,48,7
fengtaihuayuan_aq,2018/2/18 22:00,83,,24,1,49,7
fengtaihuayuan_aq,2018/2/18 23:00,85,,28,1.1,43,7
fengtaihuayuan_aq,2018/2/19 0:00,84,86,32,1.4,40,9
fengtaihuayuan_aq,2018/2/19 1:00,104,,32,1.6,43,19
fengtaihuayuan_aq,2018/2/19 2:00,121,,42,2.6,39,42
fengtaihuayuan_aq,2018/2/19 3:00,123,137,37,2.3,47,41
fengtaihuayuan_aq,2018/2/19 4:00,118,130,34,2.2,57,46
fengtaihuayuan_aq,2018/2/19 5:00,139,,40,2.6,62,48
fengtaihuayuan_aq,2018/2/19 6:00,162,,45,2.9,69,52
fengtaihuayuan_aq,2018/2/19 7:00,176,,48,3,76,50
fengtaihuayuan_aq,2018/2/19 8:00,180,,48,2.8,80,46
fengtaihuayuan_aq,2018/2/19 9:00,195,,53,2.9,77,43
fengtaihuayuan_aq,2018/2/19 10:00,198,199,55,3.1,68,36
fengtaihuayuan_aq,2018/2/19 11:00,195,206,54,2.9,58,28
fengtaihuayuan_aq,2018/2/19 12:00,168,178,52,2.3,47,19
fengtaihuayuan_aq,2018/2/19 13:00,146,,45,1.8,42,13
fengtaihuayuan_aq,2018/2/19 14:00,153,,44,1.7,38,13
fengtaihuayuan_aq,2018/2/19 15:00,162,,44,1.8,32,12
fengtaihuayuan_aq,2018/2/19 16:00,172,,60,1.9,14,10
fengtaihuayuan_aq,2018/2/19 17:00,166,,53,1.8,21,11
fengtaihuayuan_aq,2018/2/19 18:00,154,,54,1.8,23,13
fengtaihuayuan_aq,2018/2/19 19:00,86,,34,1.4,47,13
fengtaihuayuan_aq,2018/2/19 20:00,61,,22,0.9,57,8
fengtaihuayuan_aq,2018/2/19 21:00,41,,17,0.6,62,5
fengtaihuayuan_aq,2018/2/19 22:00,21,,12,0.4,66,3
fengtaihuayuan_aq,2018/2/19 23:00,13,,18,0.4,60,4
fengtaihuayuan_aq,2018/2/20 0:00,9,,19,0.4,59,5
fengtaihuayuan_aq,2018/2/20 1:00,11,,19,0.5,59,7
fengtaihuayuan_aq,2018/2/20 2:00,9,,14,0.4,66,5
fengtaihuayuan_aq,2018/2/20 3:00,13,,12,0.4,70,5
fengtaihuayuan_aq,2018/2/20 4:00,12,,9,0.3,78,4
fengtaihuayuan_aq,2018/2/20 5:00,16,,8,0.3,82,4
fengtaihuayuan_aq,2018/2/20 6:00,16,,9,0.2,84,4
fengtaihuayuan_aq,2018/2/20 7:00,25,,11,0.2,85,3
fengtaihuayuan_aq,2018/2/20 8:00,34,40,13,0.3,93,3
fengtaihuayuan_aq,2018/2/20 9:00,41,49,16,0.4,93,3
fengtaihuayuan_aq,2018/2/20 10:00,48,72,24,0.5,84,5
fengtaihuayuan_aq,2018/2/20 11:00,59,85,27,0.6,76,6
fengtaihuayuan_aq,2018/2/20 12:00,76,90,30,0.6,66,10
fengtaihuayuan_aq,2018/2/20 13:00,83,115,31,0.7,61,11
fengtaihuayuan_aq,2018/2/20 14:00,78,109,35,0.8,54,10
fengtaihuayuan_aq,2018/2/20 15:00,72,94,23,0.8,65,9
fengtaihuayuan_aq,2018/2/20 16:00,69,80,39,0.9,46,9
fengtaihuayuan_aq,2018/2/20 17:00,66,,45,0.8,33,
fengtaihuayuan_aq,2018/2/20 18:00,47,,45,,33,
fengtaihuayuan_aq,2018/2/20 19:00,31,,47,,,5
fengtaihuayuan_aq,2018/2/20 20:00,14,28,,0.5,,3
fengtaihuayuan_aq,2018/2/20 21:00,16,22,,0.5,35,3
fengtaihuayuan_aq,2018/2/20 22:00,24,38,78,0.6,4,3
fengtaihuayuan_aq,2018/2/20 23:00,61,,92,0.8,2,5
fengtaihuayuan_aq,2018/2/21 0:00,50,81,89,1.2,3,6
fengtaihuayuan_aq,2018/2/21 1:00,82,107,85,1.4,8,8
fengtaihuayuan_aq,2018/2/21 2:00,78,102,61,1.3,30,10
fengtaihuayuan_aq,2018/2/21 3:00,98,,47,1,48,9
fengtaihuayuan_aq,2018/2/21 4:00,57,57,24,0.7,70,6
fengtaihuayuan_aq,2018/2/21 5:00,69,70,19,0.7,85,5
fengtaihuayuan_aq,2018/2/21 6:00,71,,14,0.6,94,5
fengtaihuayuan_aq,2018/2/21 7:00,42,,13,0.4,88,4
fengtaihuayuan_aq,2018/2/21 8:00,32,33,17,0.3,84,5
fengtaihuayuan_aq,2018/2/21 9:00,32,36,17,0.3,83,6
fengtaihuayuan_aq,2018/2/21 10:00,36,48,37,0.4,62,6
fengtaihuayuan_aq,2018/2/21 11:00,28,53,57,0.5,37,6
fengtaihuayuan_aq,2018/2/21 12:00,22,41,35,0.4,55,4
fengtaihuayuan_aq,2018/2/21 13:00,13,32,29,0.3,59,2
fengtaihuayuan_aq,2018/2/21 14:00,3,29,27,0.2,59,2
fengtaihuayuan_aq,2018/2/21 15:00,3,39,37,0.4,46,2
fengtaihuayuan_aq,2018/2/21 16:00,10,36,31,0.4,49,2
fengtaihuayuan_aq,2018/2/21 17:00,10,36,29,0.4,50,3
